timestamps,,,,,Marker
1488767258.804,-241.386,-271.773,-158.482,-511.388,0
1488767258.806,-522.081,-206.816,-568.218,-868.044,0
1488767258.806,-321.085,-325.977,-252.247,-425.911,0
1488767258.820,-196.986,-296.262,-24.156,-25.044,0
1488767258.820,-414.271,-186.273,-346.958,-872.304,0
1488767258.834,-437.667,-284.296,409.525,-769.503,0
1488767258.834,-232.884,-337.975,1350.747,-19.580,0
1488767258.836,-325.267,-233.106,799.493,-578.890,0
1488767258.836,-500.167,-233.611,226.952,-770.029,0
1488767258.850,-232.938,-322.811,1078.559,-422.594,0
1488767258.850,-245.586,-274.393,794.259,-528.829,0
1488767258.864,-499.039,-181.234,418.792,-866.108,0
1488767258.864,-342.825,-337.958,707.784,-455.436,0
1488767258.866,-197.768,-291.708,941.570,-35.323,0
1488767258.866,-392.714,-168.671,630.968,-874.486,0
1488767258.880,-429.877,-289.642,1398.771,-761.853,0
1488767258.880,-218.941,-326.286,2339.272,-9.178,0
1488767258.894,-320.659,-228.384,1777.883,-578.076,0
1488767258.894,-504.670,-225.361,1228.469,-768.796,0
1488767258.896,-233.660,-323.219,2075.981,-406.155,0
1488767258.896,-244.330,-275.608,1774.541,-530.413,0
1488767258.910,-503.149,-189.503,1424.782,-840.268,0
1488767258.910,-325.809,-325.650,1735.349,-404.436,0
1488767258.924,-198.639,-289.498,1935.439,-27.053,0
1488767258.924,-420.625,-194.099,1586.637,-896.908,0
1488767258.926,-423.478,-278.654,2408.269,-743.208,0
1488767258.926,-201.943,-308.652,3345.939,19.958,0
1488767258.940,-330.962,-223.814,2737.663,-592.331,0
1488767258.940,-505.118,-222.926,2217.521,-759.258,0
1488767258.954,-229.265,-316.083,3066.488,-403.393,0
1488767258.954,-243.780,-264.557,2760.444,-524.315,0
1488767258.955,-500.236,-190.834,2398.609,-845.920,0
1488767258.955,-299.024,-308.764,2752.162,-381.603,0
1488767258.970,-208.015,-302.543,2893.151,-47.635,0
1488767258.970,-422.973,-187.954,2549.031,-905.471,0
1488767258.984,-405.214,-263.418,3424.286,-712.973,0
1488767258.984,-200.333,-321.278,4307.652,4.974,0
1488767258.986,-318.196,-232.910,3704.380,-597.053,0
1488767258.986,-494.390,-223.921,3203.910,-760.094,0
1488767259.000,-217.715,-309.651,4037.697,-404.887,0
1488767259.000,-241.111,-273.009,3717.161,-537.874,0
1488767259.014,-495.896,-190.913,3374.998,-842.841,0
1488767259.014,-303.259,-310.840,3733.622,-381.055,0
1488767259.016,-189.774,-290.250,3891.280,-31.802,0
1488767259.016,-426.681,-197.285,3510.397,-921.554,0
1488767259.030,-427.863,-288.812,4400.454,-737.209,0
1488767259.030,-212.653,-325.470,5294.628,-2.081,0
1488767259.044,-312.605,-221.331,4687.097,-598.775,0
1488767259.044,-512.529,-245.360,4191.534,-761.030,0
1488767259.046,-252.739,-345.032,5011.146,-422.242,0
1488767259.046,-231.479,-251.129,4693.157,-531.874,0
1488767259.060,-507.087,-192.126,4336.708,-873.555,0
1488767259.060,-298.908,-315.707,4725.539,-371.475,0
1488767259.074,-210.715,-305.226,4832.697,-57.516,0
1488767259.074,-416.058,-187.605,4477.369,-926.942,0
1488767259.076,-421.485,-279.389,5396.866,-721.597,0
1488767259.076,-190.959,-309.686,6277.723,13.576,0
1488767259.090,-338.723,-238.708,5609.384,-641.307,0
1488767259.090,-490.177,-216.121,5193.369,-749.831,0
1488767259.104,-238.327,-329.250,5995.366,-414.753,0
1488767259.104,-246.944,-265.449,5638.000,-563.657,0
1488767259.106,-491.440,-185.918,5314.218,-863.762,0
1488767259.106,-319.328,-322.548,5698.401,-384.118,0
1488767259.120,-204.492,-296.355,5819.112,-45.475,0
1488767259.120,-400.526,-173.255,5459.543,-926.510,0
1488767259.149,-434.829,-295.489,6392.044,-734.404,0
1488767259.149,-201.517,-318.045,7263.005,9.729,0
1488767259.149,-319.114,-221.669,6602.438,-617.538,0
1488767259.149,-494.220,-228.813,6190.806,-737.978,0
1488767259.152,-229.235,-320.519,7012.535,-379.749,0
1488767259.152,-234.153,-262.885,6635.575,-539.118,0
1488767259.164,-500.629,-190.288,6311.210,-868.667,0
1488767259.164,-303.519,-313.140,6718.404,-364.780,0
1488767259.166,-201.160,-296.140,6806.152,-42.029,0
1488767259.166,-414.465,-182.154,6419.312,-925.779,0
1488767259.180,-416.896,-274.421,6437.561,-682.736,0
1488767259.180,-185.211,-292.642,7282.147,32.732,0
1488767259.194,-318.318,-222.636,6600.009,-623.348,0
1488767259.194,-491.602,-214.111,6216.340,-733.376,0
1488767259.196,-248.574,-339.114,7013.673,-390.608,0
1488767259.196,-234.985,-258.726,6629.713,-546.555,0
1488767259.210,-505.691,-192.652,6309.103,-872.117,0
1488767259.210,-300.836,-309.598,6749.365,-337.451,0
1488767259.224,-197.852,-290.321,6814.550,-29.454,0
1488767259.224,-401.471,-173.159,6427.896,-922.594,0
1488767259.226,-414.731,-291.985,-399.887,-673.358,0
1488767259.239,-193.600,-321.874,416.311,40.673,0
1488767259.239,-328.195,-235.907,-278.402,-620.055,0
1488767259.241,-495.686,-227.371,-627.836,-714.431,0
1488767259.241,-230.017,-320.285,158.256,-374.356,0
1488767259.255,-251.342,-269.252,-270.793,-574.598,0
1488767259.255,-487.311,-173.786,-537.138,-857.600,0
1488767259.269,-286.495,-302.487,-100.727,-323.084,0
1488767259.269,-185.318,-278.763,-46.537,-28.419,0
1488767259.271,-428.437,-188.420,-478.627,-962.639,0
1488767259.271,-429.137,-292.217,-402.350,-678.266,0
1488767259.285,-211.817,-334.257,391.106,-0.105,0
1488767259.285,-310.917,-215.491,-299.272,-634.156,0
1488767259.299,-510.796,-238.450,-652.491,-739.292,0
1488767259.299,-254.012,-352.353,135.650,-394.139,0
1488767259.301,-243.531,-269.284,-271.547,-568.287,0
1488767259.301,-513.047,-194.080,-561.172,-879.024,0
1488767259.315,-325.452,-327.359,-122.330,-344.950,0
1488767259.315,-227.423,-310.172,-99.167,-64.265,0
1488767259.329,-427.628,-192.910,-490.611,-964.993,0
1488767259.329,-403.432,-272.562,-370.828,-652.369,0
1488767259.331,-216.985,-334.760,384.750,6.061,0
1488767259.331,-333.154,-238.093,-340.854,-669.990,0
1488767259.345,-506.491,-234.206,-641.494,-737.761,0
1488767259.345,-267.726,-360.349,129.780,-405.196,0
1488767259.359,-235.124,-263.554,-284.343,-574.340,0
1488767259.359,-500.922,-195.393,-562.961,-880.881,0
1488767259.361,-328.481,-340.224,-126.326,-350.232,0
1488767259.361,-238.725,-327.421,-120.483,-91.179,0
1488767259.375,-421.820,-188.762,-516.011,-986.630,0
1488767259.375,-420.303,-286.287,-375.778,-667.118,0
1488767259.389,-206.678,-328.810,376.168,4.271,0
1488767259.389,-332.668,-244.765,-358.385,-681.873,0
1488767259.391,-498.918,-238.076,-622.374,-730.761,0
1488767259.391,-223.988,-324.001,166.897,-357.503,0
1488767259.405,-246.461,-273.102,-307.005,-583.097,0
1488767259.405,-516.916,-212.795,-581.409,-894.137,0
1488767259.419,-305.019,-320.620,-87.867,-314.316,0
1488767259.419,-206.557,-302.532,884.464,-60.154,0
1488767259.421,-433.026,-204.361,460.124,-995.092,0
1488767259.421,-406.445,-279.185,644.177,-630.592,0
1488767259.435,-208.595,-330.250,1361.836,13.230,0
1488767259.435,-329.438,-229.802,621.250,-678.820,0
1488767259.449,-498.822,-230.378,369.659,-720.624,0
1488767259.449,-253.816,-342.967,1125.974,-389.234,0
1488767259.451,-278.499,-291.351,637.520,-617.555,0
1488767259.451,-499.752,-186.756,417.401,-882.362,0
1488767259.465,-305.114,-319.410,905.893,-308.476,0
1488767259.465,-185.121,-278.456,1874.107,-48.708,0
1488767259.479,-423.981,-187.765,1436.812,-1000.139,0
1488767259.479,-422.379,-292.587,1617.196,-659.720,0
1488767259.481,-194.321,-308.654,2357.190,28.539,0
1488767259.481,-316.104,-216.564,1601.135,-678.388,0
1488767259.495,-500.118,-234.924,1367.358,-713.988,0
1488767259.495,-238.540,-327.703,2127.535,-363.756,0
1488767259.509,-250.893,-279.083,1632.002,-604.519,0
1488767259.509,-490.995,-176.387,1412.411,-871.627,0
1488767259.511,-309.282,-320.377,1886.089,-312.035,0
1488767259.511,-214.119,-306.373,2842.354,-57.839,0
1488767259.525,-405.082,-174.584,2418.515,-983.165,0
1488767259.525,-426.175,-291.490,2616.608,-650.499,0
1488767259.539,-205.919,-315.245,3334.633,17.172,0
1488767259.539,-322.290,-223.590,2564.285,-683.139,0
1488767259.541,-503.776,-245.723,2350.894,-705.983,0
1488767259.541,-204.141,-304.159,3134.150,-346.120,0
1488767259.555,-235.350,-264.708,2614.674,-589.128,0
1488767259.555,-504.331,-190.589,2383.530,-893.877,0
1488767259.569,-323.172,-331.232,2864.303,-318.510,0
1488767259.569,-207.091,-304.841,3811.121,-74.633,0
1488767259.571,-418.904,-188.229,3373.803,-1010.693,0
1488767259.571,-381.724,-254.145,3642.042,-610.903,0
1488767259.585,-204.316,-314.750,4303.306,19.803,0
1488767259.585,-317.927,-212.114,3519.386,-697.899,0
1488767259.599,-495.916,-226.875,3348.342,-705.083,0
1488767259.599,-235.165,-326.794,4092.359,-364.530,0
1488767259.601,-245.895,-263.502,3577.831,-605.832,0
1488767259.601,-511.716,-197.521,3346.253,-911.984,0
1488767259.615,-299.684,-319.636,3870.278,-293.451,0
1488767259.615,-182.470,-282.692,4802.323,-44.604,0
1488767259.629,-419.160,-177.325,4334.436,-1017.172,0
1488767259.629,-415.097,-278.643,4599.413,-634.104,0
1488767259.631,-218.997,-329.453,5256.384,-7.186,0
1488767259.631,-297.790,-200.537,4498.131,-693.159,0
1488767259.645,-493.555,-231.141,4316.132,-719.921,0
1488767259.645,-247.879,-329.508,5051.432,-380.643,0
1488767259.659,-225.666,-246.989,4553.782,-605.396,0
1488767259.659,-491.748,-186.939,4334.725,-898.735,0
1488767259.661,-318.806,-330.338,4822.073,-317.729,0
1488767259.661,-203.537,-288.595,5742.049,-78.590,0
1488767259.675,-416.176,-182.657,5297.506,-1034.097,0
1488767259.675,-402.853,-276.016,5589.202,-625.380,0
1488767259.689,-205.152,-319.773,6247.194,11.889,0
1488767259.689,-335.390,-230.683,5429.300,-743.249,0
1488767259.691,-501.367,-234.658,5308.860,-1703.307,0
1488767259.691,-224.321,-320.141,6065.523,-1331.395,0
1488767259.705,-238.929,-264.228,5517.051,-1604.374,0
1488767259.705,-487.954,-174.016,5327.996,-1862.853,0
1488767259.719,-317.084,-326.619,5847.365,-1266.670,171797366
1488767259.719,-206.871,-297.333,6733.835,-1046.370,0
1488767259.721,-430.823,-196.496,6268.409,-2023.123,0
1488767259.721,-404.313,-282.200,6604.818,-1585.022,0
1488767259.735,-205.663,-319.872,7242.518,-958.983,0
1488767259.735,-357.630,-254.702,6389.537,-1732.077,0
1488767259.749,-501.492,-246.708,6299.543,-2654.025,0
1488767259.749,-220.905,-321.338,7051.654,-2298.142,0
1488767259.751,-230.247,-254.287,6500.710,-2573.769,0
1488767259.751,-500.840,-188.089,6300.473,-2859.150,0
1488767259.765,-306.094,-319.139,6842.173,-2235.415,0
1488767259.765,-211.028,-298.552,7720.931,-2028.017,0
1488767259.779,-443.511,-198.172,7242.393,-2032.101,0
1488767259.779,-402.752,-278.213,7603.803,-1568.643,0
1488767259.781,-200.103,-319.943,8239.734,-946.976,0
1488767259.781,-303.414,-209.629,7424.234,-1679.163,0
1488767259.795,-492.335,-233.572,7312.777,-2641.712,0
1488767259.795,-239.610,-331.636,8035.975,-2300.369,0
1488767259.809,-242.972,-256.596,7471.860,-2578.517,0
1488767259.809,-502.076,-188.667,7275.807,-2869.272,0
1488767259.811,-308.138,-325.749,7831.438,-2229.459,0
1488767259.811,-199.559,-288.172,8703.543,-2019.626,0
1488767259.825,-430.064,-183.614,8232.211,-2024.881,0
1488767259.825,-432.271,-304.263,8580.233,-1590.729,0
1488767259.839,-198.409,-311.881,9212.675,-952.876,0
1488767259.839,-323.535,-217.870,8378.198,-1702.932,0
1488767259.841,-496.947,-236.375,8291.833,-2649.381,0
1488767259.841,-230.832,-326.465,9025.524,-2299.732,0
1488767259.855,-240.171,-260.630,8449.677,-2578.930,0
1488767259.855,-516.026,-195.924,8251.807,-2870.612,0
1488767259.869,-300.901,-317.512,8831.516,-2210.073,0
1488767259.869,-207.323,-292.453,9669.782,-2024.161,0
1488767259.871,-433.490,-189.338,9189.156,-2035.186,0
1488767259.871,-405.226,-280.913,9585.609,-1556.182,0
1488767259.885,-185.209,-299.740,10197.908,-939.418,0
1488767259.885,-316.106,-220.134,9332.798,-1713.110,0
1488767259.899,-486.559,-230.228,9281.386,-2643.125,0
1488767259.899,-229.174,-321.616,10002.964,-2301.375,0
1488767259.901,-250.887,-264.360,9400.522,-2592.310,0
1488767259.901,-503.974,-191.255,9240.903,-2862.802,0
1488767259.915,-290.001,-313.007,9828.106,-2198.261,0
1488767259.915,-188.319,-276.466,10662.903,-2017.715,0
1488767259.929,-444.539,-197.508,10146.763,-2057.250,0
1488767259.929,-420.591,-289.779,10570.488,-1563.446,0
1488767259.931,-207.396,-329.706,11155.855,-966.235,0
1488767259.931,-310.326,-212.110,10309.953,-1716.773,0
1488767259.945,-490.507,-225.993,10272.992,-2647.739,0
1488767259.945,-227.047,-326.035,10986.896,-2293.228,0
1488767259.959,-241.117,-259.366,10373.866,-2598.677,0
1488767259.959,-516.411,-208.823,10202.834,-2885.969,0
1488767259.961,-309.892,-326.690,10791.174,-2228.945,0
1488767259.961,-175.762,-266.490,11642.957,-2005.888,0
1488767259.975,-426.380,-185.639,11121.730,-2052.446,0
1488767259.975,-412.653,-288.258,11565.962,-1556.649,0
1488767259.989,-202.761,-314.591,12131.680,-962.366,0
1488767259.989,-325.871,-225.041,11252.731,-1749.828,0
1488767259.991,-481.305,-227.442,10293.923,-2634.917,0
1488767259.991,-217.056,-316.212,11002.228,-2280.062,0
1488767260.005,-230.419,-255.228,10369.694,-2599.015,0
1488767260.005,-512.995,-201.973,10206.632,-2886.569,0
1488767260.019,-310.335,-334.254,10808.967,-2217.510,0
1488767260.019,-200.885,-297.268,11602.620,-2045.278,0
1488767260.021,-421.386,-177.529,11112.428,-2051.658,0
1488767260.021,-411.372,-293.047,11573.821,-1547.993,0
1488767260.035,-196.165,-311.246,12145.972,-954.989,0
1488767260.035,-322.233,-221.580,11241.548,-1753.491,0
1488767260.049,-500.930,-247.123,10282.315,-2649.919,0
1488767260.049,-224.474,-323.791,10998.153,-2276.847,0
1488767260.051,-244.064,-260.686,10354.819,-2608.064,0
1488767260.051,-486.151,-183.104,10231.369,-2861.184,0
1488767260.065,-328.113,-342.177,10808.052,-2214.419,0
1488767260.065,-198.837,-282.826,11609.100,-2039.214,0
1488767260.079,-417.584,-180.314,11111.641,-2050.927,0
1488767260.079,-420.359,-302.313,11590.245,-1547.643,0
1488767260.081,-190.196,-315.885,12151.231,-941.280,0
1488767260.081,-311.915,-215.904,11244.941,-1744.443,0
1488767260.095,-496.161,-241.930,10310.771,-2622.915,0
1488767260.095,-222.144,-322.443,11014.356,-2263.655,0
1488767260.109,-238.783,-257.991,10340.108,-2609.352,0
1488767260.109,-497.315,-178.102,10224.546,-2869.100,0
1488767260.111,-312.906,-328.475,10835.793,-2185.272,0
1488767260.111,-202.222,-291.419,11610.504,-2036.463,0
1488767260.125,-434.399,-187.870,11084.621,-2077.696,0
1488767260.125,-383.519,-268.199,11637.018,-1503.328,0
1488767260.139,-190.935,-311.608,12143.092,-944.858,0
1488767260.139,-309.378,-202.652,11231.562,-1747.077,0
1488767260.141,-473.664,-214.321,10327.143,-2613.676,0
1488767260.141,-221.974,-319.670,11009.429,-2273.175,0
1488767260.155,-242.259,-263.061,10332.100,-2617.092,0
1488767260.155,-507.740,-194.694,10217.075,-2884.233,0
1488767260.169,-313.005,-330.968,10836.928,-2191.093,0
1488767260.169,-196.517,-281.143,11601.657,-2035.938,0
1488767260.171,-420.282,-174.442,11092.533,-2068.965,0
1488767260.171,-396.252,-275.217,11640.378,-1506.146,0
1488767260.185,-198.218,-314.034,12136.964,-951.359,0
1488767260.185,-348.596,-237.046,11177.138,-1793.529,0
1488767260.199,-476.306,-217.537,10340.447,-2605.121,0
1488767260.199,-212.978,-315.563,11014.943,-2265.884,0
1488767260.201,-257.685,-271.143,10307.751,-2637.678,0
1488767260.201,-504.511,-191.956,10220.989,-2885.305,0
1488767260.215,-285.324,-311.670,10866.108,-2165.802,0
1488767260.215,-205.225,-296.649,11592.081,-2045.824,0
1488767260.229,-405.702,-166.846,11092.210,-2060.500,0
1488767260.229,-395.551,-275.075,11653.705,-1500.332,0
1488767260.231,-190.097,-307.380,3331.946,2003.173,0
1488767260.244,-326.633,-218.298,2362.542,1163.255,0
1488767260.244,-503.710,-247.196,1510.869,326.654,0
1488767260.246,-211.768,-318.714,2219.743,698.907,0
1488767260.246,-235.146,-255.441,1501.072,324.438,0
1488767260.260,-506.670,-189.542,1411.206,77.743,0
1488767260.260,-285.999,-308.946,2065.560,793.940,0
1488767260.274,-196.274,-285.304,2772.825,909.014,0
1488767260.274,-438.283,-187.930,2238.031,852.224,0
1488767260.276,-394.819,-278.735,2852.008,1454.559,0
1488767260.276,-191.651,-308.699,3328.956,2011.185,0
1488767260.290,-334.691,-225.925,2358.927,1165.459,0
1488767260.290,-487.803,-232.904,1542.208,331.394,0
1488767260.304,-244.786,-347.768,2187.716,664.943,0
1488767260.304,-245.171,-258.752,1483.657,311.216,0
1488767260.306,-519.814,-205.427,1402.999,55.983,0
1488767260.306,-296.297,-310.776,2071.635,794.723,0
1488767260.320,-196.474,-279.569,2772.139,902.673,0
1488767260.320,-444.003,-197.581,2229.498,846.601,0
1488767260.334,-395.865,-286.609,2877.363,1463.432,0
1488767260.334,-197.203,-309.580,3316.448,2003.244,0
1488767260.336,-325.908,-202.658,3315.000,1151.089,0
1488767260.336,-478.174,-225.744,2549.282,357.800,0
1488767260.350,-227.098,-332.832,3179.435,679.422,0
1488767260.350,-259.134,-269.095,2451.931,291.449,0
1488767260.364,-499.785,-182.361,2419.214,73.816,0
1488767260.364,-298.610,-318.991,3068.257,798.368,0
1488767260.366,-206.390,-285.326,3742.903,894.305,0
1488767260.366,-446.095,-192.990,3208.602,825.865,0
1488767260.380,-391.831,-283.342,3887.807,1471.983,0
1488767260.380,-193.416,-308.183,4305.930,2005.478,0
1488767260.394,-356.158,-236.887,4275.177,1125.035,0
1488767260.394,-484.347,-231.354,3537.051,352.824,0
1488767260.396,-224.433,-320.405,4170.323,689.316,0
1488767260.396,-230.372,-249.274,3424.074,303.276,0
1488767260.410,-500.445,-190.481,3381.982,57.871,0
1488767260.410,-294.016,-316.160,4035.763,796.799,0
1488767260.424,-211.602,-300.428,4696.748,881.203,0
1488767260.424,-453.154,-201.940,4152.581,803.484,0
1488767260.426,-385.187,-273.970,4872.917,1486.036,0
1488767260.426,-189.289,-305.209,5277.685,2008.270,0
1488767260.440,-339.259,-216.550,5254.606,1129.293,0
1488767260.440,-467.583,-214.865,4544.275,376.941,0
1488767260.454,-225.744,-319.395,5160.549,707.026,0
1488767260.454,-252.413,-260.089,4379.090,290.936,0
1488767260.456,-516.226,-203.249,4355.472,46.766,0
1488767260.456,-283.378,-306.762,5047.386,832.098,0
1488767260.470,-201.151,-286.430,5679.150,886.923,0
1488767260.470,-421.797,-177.181,5158.421,835.193,0
1488767260.484,-392.269,-284.816,5866.839,1487.568,0
1488767260.484,-188.319,-300.400,6249.630,2005.833,0
1488767260.486,-350.810,-232.964,6207.650,1108.748,0
1488767260.486,-477.047,-221.462,5518.132,353.778,0
1488767260.500,-204.365,-304.334,6121.451,689.020,0
1488767260.500,-212.193,-225.290,5351.582,283.354,0
1488767260.514,-475.755,-160.868,5341.394,49.677,0
1488767260.514,-274.299,-296.163,6016.624,809.290,0
1488767260.516,-173.342,-260.123,6660.961,894.173,0
1488767260.516,-404.824,-161.350,6133.434,832.490,0
1488767260.530,-364.449,-252.713,6870.413,1510.499,0
1488767260.530,-185.228,-296.028,7212.417,1991.347,0
1488767260.544,-333.650,-212.230,7166.992,1101.228,0
1488767260.544,-495.090,-241.943,6503.313,353.204,0
1488767260.546,-201.072,-308.461,7127.194,713.631,0
1488767260.546,-215.213,-237.603,6340.910,300.518,0
1488767260.560,-485.084,-175.901,5361.262,87.759,0
1488767260.560,-295.499,-319.823,6038.694,828.384,0
1488767260.574,-188.880,-272.743,6666.764,904.070,0
1488767260.574,-426.622,-183.451,6114.351,820.371,0
1488767260.576,-399.569,-288.453,6869.562,1501.177,0
1488767260.576,-190.458,-305.454,7218.691,1998.765,0
1488767260.590,-326.224,-210.777,7173.816,1109.750,0
1488767260.590,-475.405,-223.657,6535.366,382.205,0
1488767260.604,-213.292,-315.315,7117.869,705.487,0
1488767260.604,-245.758,-251.596,6303.124,266.083,0
1488767260.606,-499.166,-188.420,5352.599,59.038,0
1488767260.606,-296.724,-318.075,6028.330,815.764,0
1488767260.620,-201.010,-286.800,6631.207,864.055,0
1488767260.620,-420.819,-177.469,6102.052,805.028,0
1488767260.634,-392.574,-279.991,6888.083,1513.438,0
1488767260.634,-215.117,-326.389,7187.068,1967.670,0
1488767260.636,-342.229,-226.427,7134.448,1081.343,0
1488767260.636,-479.966,-240.698,6548.319,382.532,0
1488767260.650,-212.049,-319.902,7118.271,698.439,0
1488767260.650,-246.654,-262.036,6284.905,259.626,0
1488767260.664,-522.270,-204.219,5340.412,44.387,0
1488767260.664,-315.657,-336.092,6044.308,830.071,0
1488767260.666,-205.242,-298.193,6623.082,865.059,0
1488767260.666,-434.554,-184.132,6082.289,791.825,0
1488767260.680,-372.294,-266.451,6921.053,1540.427,0
1488767260.680,-198.622,-309.669,7190.017,1975.462,0
1488767260.694,-336.243,-212.307,7129.173,1082.613,0
1488767260.694,-469.638,-223.119,6564.003,397.321,0
1488767260.696,-214.440,-314.398,7119.529,711.793,0
1488767260.696,-236.794,-246.151,6286.156,262.126,0
1488767260.710,-493.029,-190.084,5372.985,70.336,0
1488767260.710,-281.547,-308.459,6063.309,850.646,0
1488767260.724,-190.658,-271.201,6631.442,878.521,0
1488767260.724,-430.083,-180.626,6090.907,799.003,0
1488767260.726,-385.838,-282.456,6923.777,1534.370,0
1488767260.726,-187.805,-304.697,7211.677,2000.240,0
1488767260.740,-337.105,-221.999,7114.746,1075.999,0
1488767260.740,-484.846,-236.652,6562.886,391.280,0
1488767260.754,-217.692,-311.831,7114.123,714.139,0
1488767260.754,-258.038,-258.225,6258.509,237.246,0
1488767260.756,-508.567,-200.655,5351.355,46.425,0
1488767260.756,-307.018,-339.854,6062.219,841.743,0
1488767260.770,-191.861,-277.108,6621.074,873.321,0
1488767260.770,-433.439,-183.541,6070.056,782.374,0
1488767260.784,-408.870,-304.433,6928.125,1531.998,0
1488767260.784,-196.016,-312.295,7206.847,1997.931,0
1488767260.786,-340.982,-215.695,7106.022,1069.688,0
1488767260.786,-477.742,-232.917,6592.415,402.595,0
1488767260.800,-214.500,-320.738,7122.903,712.111,0
1488767260.800,-233.716,-244.561,6269.937,258.360,0
1488767260.814,-519.422,-202.373,5362.394,64.255,0
1488767260.814,-286.001,-316.093,6089.028,869.510,0
1488767260.816,-202.570,-282.301,6617.481,875.982,0
1488767260.816,-444.040,-191.565,6058.292,775.547,0
1488767260.830,-409.212,-305.718,6943.629,1539.274,0
1488767260.830,-192.102,-308.306,7201.216,1985.804,0
1488767260.844,-328.144,-210.008,7109.106,1068.736,0
1488767260.844,-488.160,-245.586,6602.372,408.345,0
1488767260.846,-227.412,-331.192,7125.418,712.053,0
1488767260.846,-246.220,-255.719,6256.336,253.900,0
1488767260.860,-508.013,-198.905,5384.637,73.730,0
1488767260.860,-285.020,-317.437,6096.820,872.421,0
1488767260.874,-203.596,-288.803,6600.844,1841.637,0
1488767260.874,-437.067,-184.674,6049.007,1742.264,0
1488767260.876,-403.249,-299.788,6958.519,2524.631,0
1488767260.876,-209.659,-313.996,7178.289,2958.405,0
1488767260.890,-334.605,-212.434,7072.345,2036.688,0
1488767260.890,-494.026,-243.714,6610.400,1395.676,0
1488767260.904,-221.269,-322.121,7117.880,1688.202,0
1488767260.904,-249.075,-256.178,6224.096,1204.607,0
1488767260.906,-498.949,-196.102,5374.279,1044.666,0
1488767260.906,-287.621,-317.719,6095.386,1849.401,0
1488767260.920,-197.072,-282.121,6593.625,2816.313,0
1488767260.920,-427.297,-185.791,6051.406,2726.473,0
1488767260.934,-387.356,-280.911,6988.904,3534.271,0
1488767260.934,-189.147,-301.354,7191.253,3948.074,0
1488767260.936,-338.366,-211.284,7064.093,2998.797,0
1488767260.936,-480.179,-233.357,6625.474,2378.419,0
1488767260.950,-216.308,-312.953,7119.359,2681.334,0
1488767260.950,-247.256,-240.674,6219.083,2190.356,0
1488767260.964,-506.050,-200.692,5384.461,2018.347,0
1488767260.964,-293.311,-325.048,6096.382,2829.877,0
1488767260.966,-192.302,-275.197,6588.847,3794.209,0
1488767260.966,-440.010,-191.088,6030.278,3691.874,0
1488767260.980,-387.721,-285.326,6031.499,4525.582,0
1488767260.980,-192.160,-303.801,6200.874,4921.669,0
1488767260.994,-349.856,-227.214,6063.219,3966.775,0
1488767260.994,-478.113,-237.042,5665.701,3371.222,0
1488767260.996,-220.772,-319.683,6133.523,3655.677,0
1488767260.996,-248.496,-247.407,5220.633,3157.762,0
1488767261.010,-502.330,-195.660,4407.283,3010.552,0
1488767261.010,-284.797,-320.150,5128.745,3817.583,0
1488767261.024,-206.059,-288.726,5585.602,4761.319,0
1488767261.024,-437.570,-186.105,5052.524,4680.944,0
1488767261.026,-390.962,-289.319,6027.727,5498.256,0
1488767261.026,-186.481,-298.717,6188.522,5894.434,0
1488767261.040,-342.846,-218.483,6044.828,4941.283,0
1488767261.040,-482.367,-239.819,5664.772,4351.056,0
1488767261.054,-230.082,-321.140,6117.552,4618.262,0
1488767261.054,-257.657,-261.860,5198.244,4116.861,0
1488767261.056,-508.892,-204.249,4415.083,3983.403,0
1488767261.056,-296.194,-328.488,5128.668,4796.302,0
1488767261.070,-226.511,-307.192,5566.082,5721.102,0
1488767261.070,-439.883,-175.897,5035.222,5641.925,0
1488767261.084,-391.996,-284.575,5063.676,6491.079,0
1488767261.084,-213.477,-319.049,5195.487,6868.156,0
1488767261.086,-336.950,-209.995,5071.330,5928.715,0
1488767261.086,-461.683,-219.151,4722.955,5359.750,0
1488767261.100,-245.257,-347.070,5145.752,5606.102,0
1488767261.100,-268.624,-269.394,4208.563,5090.056,0
1488767261.114,-515.248,-210.070,3440.904,4964.051,0
1488767261.114,-292.311,-320.027,4172.748,5794.849,0
1488767261.116,-210.222,-287.522,4605.460,6723.951,0
1488767261.116,-454.430,-194.737,4046.697,6618.994,0
1488767261.130,-377.083,-276.371,4116.743,7499.058,0
1488767261.130,-207.910,-315.820,4233.209,7863.341,0
1488767261.144,-332.875,-202.192,4088.808,6912.961,0
1488767261.144,-491.982,-250.878,3731.390,6318.168,0
1488767261.146,-252.623,-345.916,4163.425,6589.357,0
1488767261.146,-254.949,-255.701,3223.184,6077.709,0
1488767261.160,-506.435,-195.528,2467.474,5951.734,0
1488767261.160,-309.426,-338.096,3185.510,6770.079,0
1488767261.174,-198.936,-273.806,3619.464,7711.791,0
1488767261.174,-450.505,-184.876,3049.941,7589.639,0
1488767261.176,-407.976,-301.789,3123.570,8452.607,0
1488767261.176,-184.927,-294.483,3253.148,8849.072,0
1488767261.190,-334.987,-207.712,3087.478,7875.423,0
1488767261.190,-496.827,-258.556,2767.556,7308.196,0
1488767261.204,-209.197,-306.954,3215.119,7599.828,0
1488767261.204,-284.672,-265.178,3188.375,7025.757,0
1488767261.206,-520.469,-205.917,2458.122,6917.292,0
1488767261.206,-291.679,-319.109,3204.477,7772.239,0
