timestamps,,,,,Marker
1488767307.705,-159.473,-233.246,-2459.725,-2277.580,0
1488767307.719,-150.368,-175.351,-2942.187,-2326.535,0
1488767307.719,-456.715,-114.108,-3022.003,-2899.791,0
1488767307.721,-243.411,-223.388,-2956.336,-2355.959,0
1488767307.721,-107.988,-200.143,-2680.824,-1830.793,0
1488767307.735,-354.241,-109.026,-3632.112,-1842.832,0
1488767307.735,-366.052,-187.605,-3598.574,-1824.022,0
1488767307.749,-114.568,-227.408,-3140.397,-1794.224,0
1488767307.749,-241.586,-145.260,-3171.319,-2424.035,0
1488767307.751,-460.441,-148.083,-4095.684,-2863.219,0
1488767307.751,-142.275,-214.302,-3420.166,-2251.335,0
1488767307.765,-158.177,-172.331,-3940.371,-2335.610,0
1488767307.765,-451.363,-113.781,-3997.962,-2892.085,0
1488767307.779,-227.139,-208.804,-3905.876,-2328.099,0
1488767307.779,-109.577,-191.651,-3670.403,-1827.627,0
1488767307.779,-361.373,-115.277,-4640.350,-1859.544,0
1488767307.779,-346.431,-168.746,-4549.850,-1800.305,0
1488767307.795,-98.956,-201.612,-4110.574,-1776.798,0
1488767307.795,-237.362,-135.822,-4168.704,-2431.928,0
1488767307.809,-458.536,-139.790,-5059.222,-2859.409,0
1488767307.809,-165.195,-221.795,-4403.059,-2251.883,0
1488767307.811,-151.640,-176.376,-4930.063,-2340.265,0
1488767307.811,-433.591,-110.110,-4975.338,-2900.876,0
1488767307.825,-221.503,-212.037,-4868.413,-2316.769,0
1488767307.825,-113.037,-211.583,-4655.768,-1835.864,0
1488767307.839,-364.545,-124.415,-4659.174,-1875.728,0
1488767307.839,-366.160,-193.622,-4538.707,-1802.110,0
1488767307.841,-115.559,-232.027,-4131.830,-1790.784,0
1488767307.841,-263.158,-169.345,-4214.415,-2471.195,0
1488767307.855,-473.995,-166.153,-5056.651,-2869.969,0
1488767307.855,-157.055,-235.135,-4397.458,-2248.796,0
1488767307.869,-170.792,-194.716,-4955.743,-2359.751,0
1488767307.869,-461.165,-120.290,-4986.739,-2905.032,0
1488767307.871,-245.225,-228.953,-4857.472,-2316.023,0
1488767307.871,-125.696,-220.297,-4671.765,-1840.848,0
1488767307.885,-372.171,-125.477,-4684.503,-1890.607,0
1488767307.885,-361.443,-189.987,-4500.304,-1779.381,0
1488767307.899,-107.767,-217.397,-4118.447,-801.694,0
1488767307.899,-261.372,-158.158,-4234.249,-1495.745,0
1488767307.901,-460.283,-150.239,-5034.565,-1872.656,1606853690
1488767307.901,-141.136,-225.194,-4384.572,-1255.376,0
1488767307.915,-152.719,-179.207,-4966.710,-1374.376,0
1488767307.915,-468.576,-125.317,-5002.860,-1946.135,0
1488767307.929,-230.088,-214.386,-4840.375,-1324.117,0
1488767307.929,-111.973,-197.177,-4667.186,-856.366,0
1488767307.931,-374.398,-119.882,-4697.726,-920.677,0
1488767307.931,-374.201,-195.301,-4492.631,-801.489,0
1488767307.945,-121.711,-225.273,-4134.904,163.015,0
1488767307.945,-248.157,-147.780,-4244.143,-515.347,0
1488767307.959,-452.281,-140.022,-5011.447,-880.582,0
1488767307.959,-144.388,-224.622,-4374.525,-267.599,0
1488767307.961,-160.694,-179.715,-4979.682,-401.114,0
1488767307.961,-468.219,-119.695,-5004.848,-967.693,0
1488767307.975,-232.169,-215.923,-4823.498,-334.796,0
1488767307.975,-115.815,-205.521,-4670.482,121.507,0
1488767307.989,-379.347,-127.097,-4720.268,42.779,0
1488767307.989,-349.426,-177.458,-4449.909,214.139,0
1488767307.989,-101.671,-206.413,-4109.834,1174.880,0
1488767307.989,-255.441,-148.386,-4270.511,455.941,0
1488767308.005,-454.605,-145.587,-4998.382,103.029,0
1488767308.005,-141.050,-222.819,-4356.912,731.087,0
1488767308.019,-161.149,-179.151,-4993.196,572.642,0
1488767308.019,-470.801,-127.306,-5007.090,8.146,0
1488767308.021,-230.368,-220.172,-4802.867,660.681,0
1488767308.021,-121.001,-203.168,-4684.561,1093.319,0
1488767308.035,-375.501,-121.001,-4741.179,1010.364,0
1488767308.035,-363.255,-193.824,-4436.267,1181.754,0
1488767308.049,-112.650,-221.720,-4128.587,2140.887,0
1488767308.049,-261.718,-154.486,-4299.254,1412.388,0
1488767308.051,-450.867,-142.778,-4985.268,1088.647,0
1488767308.051,-139.257,-226.945,-4359.502,1708.152,0
1488767308.065,-149.706,-173.503,-5006.557,1546.009,0
1488767308.065,-451.030,-105.248,-5972.356,996.659,0
1488767308.079,-224.966,-212.725,-5768.717,1644.325,0
1488767308.079,-120.681,-210.712,-5677.817,2064.299,0
1488767308.081,-374.987,-120.380,-5733.646,1979.280,0
1488767308.081,-342.680,-170.599,-5369.468,2198.825,0
1488767308.095,-106.271,-207.190,-5102.680,3131.940,0
1488767308.095,-256.757,-139.822,-5289.140,2387.707,0
1488767308.109,-453.813,-141.568,-5934.539,2083.343,0
1488767308.109,-154.847,-227.485,-5332.843,2692.227,0
1488767308.111,-158.867,-171.957,-6005.710,2515.247,0
1488767308.111,-464.772,-121.077,-6963.394,1955.743,0
1488767308.125,-225.952,-216.108,-6719.446,2647.477,0
1488767308.125,-123.334,-201.203,-6657.762,3053.531,0
1488767308.139,-381.810,-121.493,-6731.688,2954.569,0
1488767308.139,-361.063,-195.688,-6338.264,3180.065,0
1488767308.139,-120.193,-222.410,-6091.792,4107.898,0
1488767308.139,-259.994,-151.286,-6296.607,3356.822,0
1488767308.155,-468.770,-159.466,-6911.839,3060.510,0
1488767308.155,-152.840,-229.966,-6307.328,3677.838,0
1488767308.169,-156.827,-170.377,-6990.334,3500.903,0
1488767308.169,-462.553,-114.912,-7961.052,2939.342,0
1488767308.171,-238.579,-222.285,-7728.305,3610.492,0
1488767308.171,-133.726,-211.781,-7635.853,4023.315,0
1488767308.185,-364.803,-108.809,-7699.337,3942.795,0
1488767308.185,-346.068,-173.595,-7302.970,4176.604,0
1488767308.199,-114.880,-226.720,-7061.138,5084.291,0
1488767308.199,-263.942,-156.105,-7259.080,4348.309,0
1488767308.199,-449.351,-147.158,-7869.106,4059.914,0
1488767308.199,-130.070,-212.284,-7263.001,4680.193,0
1488767308.215,-171.097,-183.511,-7966.828,4481.885,0
1488767308.215,-480.615,-135.190,-8924.669,3918.229,0
1488767308.229,-235.937,-226.802,-8665.099,4624.425,0
1488767308.229,-123.978,-213.902,-8604.795,5028.078,0
1488767308.231,-374.790,-121.180,-8702.040,4911.752,0
1488767308.231,-352.136,-186.617,-8269.059,5161.606,0
1488767308.245,-101.549,-206.902,-8021.427,6092.955,0
1488767308.245,-258.962,-152.934,-8263.088,5315.707,0
1488767308.259,-457.494,-151.070,-8852.462,5025.722,0
1488767308.259,-145.316,-228.841,-8248.347,5653.492,0
1488767308.261,-163.428,-177.299,-8967.006,5450.816,0
1488767308.261,-437.604,-90.169,-9880.315,4922.069,0
1488767308.275,-212.400,-202.732,-9615.910,5622.688,0
1488767308.275,-112.438,-204.857,-9592.377,6001.905,0
1488767308.289,-377.799,-127.626,-9677.729,5885.089,0
1488767308.289,-354.438,-207.963,-9108.709,6212.590,0
1488767308.291,-97.400,-225.110,-8885.569,7150.466,0
1488767308.291,-230.335,-125.332,-9160.272,6362.241,0
1488767308.305,-439.425,-135.676,-9714.092,6088.854,0
1488767308.305,-128.899,-209.232,-9151.658,6700.632,0
1488767308.319,-150.494,-157.055,-9915.323,6474.316,0
1488767308.319,-464.784,-110.327,-10881.115,5878.599,0
1488767308.321,-220.746,-214.820,-10587.142,6611.416,0
1488767308.321,-107.967,-185.968,-9624.340,6971.839,0
1488767308.335,-361.783,-101.030,-9771.666,6822.123,0
1488767308.335,-338.235,-170.427,-9249.656,7119.305,0
1488767308.349,-94.937,-196.218,-9081.838,8003.329,0
1488767308.349,-257.141,-138.711,-9377.944,7202.089,0
1488767308.349,-454.357,-144.848,-9879.937,6941.602,0
1488767308.349,-140.835,-220.746,-9301.518,7570.999,0
1488767308.365,-156.042,-170.618,-10058.922,7346.750,0
1488767308.365,-468.136,-119.507,-10981.043,6787.625,0
1488767308.379,-230.827,-223.625,-10656.384,7531.328,0
1488767308.379,-119.944,-203.518,-9691.944,7898.834,0
1488767308.381,-379.680,-113.167,-9829.794,7757.156,0
1488767308.381,-350.702,-190.150,-9247.777,8080.173,0
1488767308.395,-110.501,-219.123,-9098.078,8969.183,0
1488767308.395,-256.039,-145.074,-9383.762,8172.479,0
1488767308.409,-448.850,-148.945,-9835.385,7952.996,0
1488767308.409,-137.318,-221.578,-9262.744,8580.070,0
1488767308.411,-163.628,-175.175,-10037.255,8339.075,0
1488767308.411,-467.895,-114.145,-10938.463,7790.997,0
1488767308.425,-218.801,-208.024,-10585.018,8573.079,0
1488767308.425,-123.046,-199.544,-9655.991,8912.985,0
1488767308.439,-381.171,-113.237,-9800.732,8753.381,0
1488767308.439,-349.436,-183.812,-9180.816,9111.583,0
1488767308.441,-106.194,-209.569,-9053.755,9985.585,0
1488767308.441,-258.999,-140.521,-9367.851,9173.121,0
1488767308.455,-454.566,-151.610,-9775.312,8968.762,0
1488767308.455,-152.276,-233.585,-9226.488,9586.629,0
1488767308.469,-155.548,-159.107,-10037.328,9322.371,0
1488767308.469,-456.038,-103.762,-10903.122,8789.133,0
1488767308.471,-199.210,-190.735,2210.870,759.703,0
1488767308.484,-104.850,-182.098,3105.702,1081.478,0
1488767308.484,-374.972,-107.152,2941.686,908.747,0
1488767308.486,-350.212,-189.931,3623.247,1298.245,0
1488767308.486,-115.684,-211.652,3702.127,2145.461,0
1488767308.500,-263.059,-140.020,3367.256,1328.839,0
1488767308.500,-445.910,-146.396,3063.098,1167.552,0
1488767308.514,-138.687,-221.684,3581.872,1790.550,0
1488767308.514,-151.118,-164.675,2713.580,1508.446,0
1488767308.516,-472.768,-121.287,1863.766,955.341,0
1488767308.516,-230.454,-223.274,2260.893,1772.084,0
1488767308.530,-134.659,-214.345,3072.184,2047.017,0
1488767308.530,-394.354,-125.371,2904.614,1867.712,0
1488767308.544,-344.024,-185.729,3687.489,2317.062,0
1488767308.544,-107.197,-212.985,3709.728,3145.243,0
1488767308.546,-268.375,-143.952,3317.682,2275.514,0
1488767308.546,-449.742,-156.017,3046.277,2127.709,0
1488767308.560,-147.567,-228.721,3558.406,2748.587,0
1488767308.560,-176.275,-181.843,2663.807,2437.543,0
1488767308.574,-487.909,-135.440,1844.492,1905.135,0
1488767308.574,-238.849,-232.895,2249.249,2736.688,0
1488767308.576,-126.496,-200.292,3066.479,3019.434,0
1488767308.576,-377.885,-109.519,2902.843,2850.877,0
1488767308.590,-345.327,-187.885,3698.445,3302.539,0
1488767308.590,-118.804,-217.438,4668.924,4108.807,0
1488767308.604,-266.709,-140.379,4278.445,3241.872,0
1488767308.604,-435.652,-140.716,4059.291,3133.969,0
1488767308.607,-140.729,-225.271,4543.583,3743.956,0
1488767308.607,-159.615,-164.062,3635.771,3431.397,0
1488767308.620,-474.002,-120.909,2841.267,2905.949,0
1488767308.620,-227.107,-216.501,3268.354,3750.876,0
1488767308.634,-112.339,-189.101,4049.812,4021.165,0
1488767308.634,-377.262,-104.809,3862.638,3814.127,0
1488767308.634,-347.483,-191.616,4703.934,4283.577,0
1488767308.634,-101.804,-207.106,5655.258,5100.675,0
1488767308.650,-261.243,-139.805,5233.853,4213.123,0
1488767308.650,-452.109,-146.054,5048.994,4113.372,0
1488767308.664,-137.163,-216.821,5524.681,4724.915,0
1488767308.664,-162.456,-167.407,4589.025,4395.927,0
1488767308.666,-477.460,-116.232,3813.247,3862.307,0
1488767308.666,-211.024,-205.077,4270.679,4749.443,0
1488767308.680,-109.645,-187.090,5012.176,4988.413,0
1488767308.680,-365.697,-95.525,4839.644,4796.208,0
1488767308.694,-321.388,-171.407,5742.551,5303.961,0
1488767308.694,-109.061,-212.774,6625.632,6078.115,0
1488767308.696,-266.926,-139.040,6192.006,5178.179,0
1488767308.696,-450.174,-156.128,6039.729,5092.640,0
1488767308.710,-127.998,-219.695,6515.584,5715.874,0
1488767308.710,-153.616,-158.336,5561.752,5374.496,0
1488767308.724,-460.389,-115.497,4808.193,4854.840,0
1488767308.724,-218.520,-218.438,5265.468,5735.757,0
1488767308.726,-105.906,-200.111,5985.932,5962.715,0
1488767308.726,-377.375,-108.837,5785.623,5758.165,0
1488767308.740,-335.875,-185.508,6734.830,6289.296,0
1488767308.740,-102.522,-216.142,7608.271,7063.708,0
1488767308.754,-264.097,-139.726,7146.737,6153.105,0
1488767308.754,-440.912,-147.786,7053.703,6091.356,0
1488767308.756,-139.912,-225.164,7501.596,6701.193,0
1488767308.756,-161.165,-168.058,7500.335,6344.115,0
1488767308.770,-465.642,-110.428,6771.302,5842.382,0
1488767308.770,-222.277,-220.306,7252.711,6731.582,0
1488767308.784,-113.721,-193.968,7947.597,6950.215,0
1488767308.784,-376.628,-105.117,7731.656,6723.083,0
1488767308.786,-333.296,-180.903,7749.115,7283.386,0
1488767308.786,-100.340,-207.220,8602.226,8056.623,0
1488767308.800,-252.729,-125.932,8117.037,7133.047,0
1488767308.800,-444.137,-148.771,8050.317,7081.721,0
1488767308.814,-130.739,-223.637,8491.605,7683.349,0
1488767308.814,-167.600,-167.854,8455.208,7305.320,0
1488767308.816,-463.553,-115.015,7743.943,6803.833,0
1488767308.816,-219.201,-225.585,8237.110,7709.134,0
1488767308.830,-106.692,-190.686,8912.927,7922.344,0
1488767308.830,-386.395,-117.195,8685.643,7682.261,0
1488767308.844,-346.399,-198.624,8730.344,8259.366,0
1488767308.844,-104.302,-214.556,9566.987,9030.229,0
1488767308.844,-268.955,-137.082,9052.358,8079.965,0
1488767308.844,-444.076,-155.513,9040.222,8050.521,0
1488767308.860,-148.898,-239.481,9456.475,8659.521,0
1488767308.860,-177.744,-181.858,9403.679,8266.648,0
1488767308.874,-483.575,-131.618,8701.303,7768.463,0
1488767308.874,-202.800,-206.334,9244.009,8717.914,0
1488767308.876,-109.577,-189.850,9891.171,8907.592,0
1488767308.876,-385.645,-108.049,9650.587,8656.769,0
1488767308.890,-345.948,-196.019,9745.414,9266.538,0
1488767308.890,-104.244,-214.300,10541.727,10009.760,0
1488767308.904,-272.970,-145.570,10007.475,9047.229,0
1488767308.904,-450.005,-157.003,9062.334,8070.569,0
1488767308.906,-143.212,-233.839,9480.809,8681.936,0
1488767308.906,-167.192,-173.707,9398.374,8274.062,0
1488767308.920,-469.155,-125.105,8723.969,7781.091,0
1488767308.920,-213.864,-219.265,9253.623,8717.632,0
1488767308.934,-116.782,-195.814,9869.631,8893.502,0
1488767308.934,-407.993,-128.202,9614.091,8622.345,0
1488767308.936,-355.779,-205.195,9756.856,9256.091,0
1488767308.936,-123.996,-227.205,10530.382,9996.541,0
1488767308.950,-273.783,-140.183,9990.935,9038.034,0
1488767308.950,-464.241,-166.837,9076.623,8064.063,0
1488767308.964,-144.500,-230.916,9483.125,8670.969,0
1488767308.964,-185.269,-180.620,9368.190,8245.810,0
1488767308.966,-476.495,-124.655,8723.021,7767.555,0
1488767308.966,-208.817,-212.127,9274.875,8734.418,0
1488767308.980,-124.320,-201.261,9855.803,8887.153,0
1488767308.980,-393.062,-110.522,9621.359,8635.754,0
1488767308.994,-339.362,-189.168,9792.791,9287.912,0
1488767308.994,-123.478,-224.663,10524.430,9991.932,0
1488767308.994,-283.419,-145.817,9971.968,9025.410,0
1488767308.994,-443.229,-147.234,9107.284,8081.605,0
1488767309.010,-137.576,-223.139,9484.941,8686.442,0
1488767309.010,-180.316,-177.043,9363.309,8242.588,0
1488767309.024,-476.504,-129.885,8718.744,7764.146,0
1488767309.024,-220.203,-231.681,9271.866,8730.763,0
1488767309.026,-124.595,-203.634,9842.995,8873.965,0
1488767309.026,-401.243,-124.870,9576.180,8605.866,0
1488767309.040,-341.286,-200.161,9807.723,9290.049,0
1488767309.040,-98.640,-206.284,10541.467,10018.400,0
1488767309.054,-268.319,-130.190,9949.956,10003.066,0
1488767309.054,-439.928,-157.450,9123.236,9068.077,0
1488767309.056,-135.050,-225.307,9493.825,9673.891,0
1488767309.056,-181.196,-171.529,9347.901,9224.298,0
1488767309.070,-457.021,-101.493,8741.223,8765.988,0
1488767309.070,-197.710,-208.268,9300.908,9734.052,0
1488767309.084,-104.816,-178.137,9850.713,9872.595,0
1488767309.084,-391.042,-107.455,9577.614,9586.137,0
1488767309.086,-335.174,-198.312,9828.354,10283.701,0
1488767309.086,-114.869,-220.108,10523.603,10977.032,0
1488767309.100,-268.407,-130.476,9929.004,10964.821,0
1488767309.100,-428.007,-139.725,9154.579,10067.993,0
1488767309.114,-120.716,-212.570,9504.213,10669.293,0
1488767309.114,-164.522,-164.432,9331.818,10204.236,0
1488767309.116,-469.503,-121.167,8727.952,9723.764,0
1488767309.116,-200.173,-212.982,9318.103,9742.154,0
1488767309.130,-113.988,-190.451,9830.313,9854.836,0
1488767309.130,-391.500,-113.796,9562.319,9574.332,0
1488767309.144,-328.896,-189.574,9865.729,10303.285,0
1488767309.144,-99.605,-203.643,10532.562,10989.062,0
1488767309.146,-264.605,-126.435,9918.500,10962.520,0
1488767309.146,-437.770,-147.124,9166.657,10067.284,0
1488767309.160,-126.893,-218.519,9504.967,10668.969,0
1488767309.160,-168.870,-157.455,9313.371,10197.689,0
1488767309.174,-470.003,-113.663,8753.231,9738.763,0
1488767309.174,-219.349,-215.871,9331.201,9753.690,0
1488767309.176,-120.258,-190.707,9828.049,9863.847,0
1488767309.176,-376.307,-97.985,9569.768,9591.837,0
1488767309.190,-332.152,-190.436,9899.521,10326.082,0
1488767309.190,-130.079,-228.635,10514.230,10982.870,0
1488767309.204,-280.248,-133.378,9879.682,10935.923,0
1488767309.204,-437.465,-150.929,9198.811,10091.914,0
1488767309.204,-136.454,-227.051,9521.080,10684.458,0
1488767309.204,-169.193,-159.843,9279.796,10168.012,0
1488767309.220,-459.394,-106.073,8749.867,9727.631,0
1488767309.220,-211.620,-217.589,9348.275,9750.154,0
1488767309.234,-111.034,-181.673,9809.172,9847.285,0
1488767309.234,-364.401,-79.434,9544.559,9572.615,0
1488767309.236,-299.968,-163.024,9938.163,10351.224,0
1488767309.236,-94.590,-195.314,10518.646,10988.033,0
1488767309.250,-255.790,-112.201,9872.560,10944.328,0
1488767309.250,-434.210,-141.316,9207.459,10087.297,0
1488767309.264,-139.680,-230.733,9512.450,10673.786,0
1488767309.264,-160.956,-155.499,9276.369,10173.290,0
1488767309.266,-470.122,-117.388,8756.803,9724.943,0
1488767309.266,-201.079,-209.674,9370.870,9780.662,0
1488767309.280,-124.159,-196.997,9793.724,9840.185,0
1488767309.280,-393.279,-108.547,9514.100,9544.800,0
1488767309.294,-324.219,-192.781,9959.348,10356.191,0
1488767309.294,-98.675,-204.516,10523.737,11003.170,0
1488767309.296,-261.024,-119.768,9840.315,10929.932,0
1488767309.296,-426.762,-146.860,9229.586,10098.717,0
1488767309.310,-137.060,-232.074,9514.255,10680.740,0
1488767309.310,-167.966,-166.904,9251.369,10165.663,0
1488767309.324,-450.699,-108.085,8770.130,9744.778,0
1488767309.324,-207.723,-223.345,9381.767,9778.334,0
1488767309.326,-105.884,-183.330,9799.938,9855.337,0
1488767309.326,-397.592,-117.057,9486.830,9525.896,0
1488767309.340,-332.580,-200.767,9975.146,10364.429,0
1488767309.340,-89.814,-202.297,10516.256,10998.767,0
1488767309.354,-264.418,-124.800,9810.178,10902.370,0
1488767309.354,-435.324,-149.622,9248.987,10096.867,0
1488767309.356,-124.731,-218.825,9528.157,10691.363,0
1488767309.356,-164.741,-147.219,9226.202,10156.146,0
1488767309.371,-478.099,-125.216,8746.032,9722.670,0
1488767309.371,-198.181,-213.709,9407.783,9800.701,0
1488767309.384,-114.604,-190.400,9780.721,9839.231,0
1488767309.384,-421.414,-127.059,9463.027,9510.367,0
1488767309.386,-310.498,-180.181,10023.445,10394.952,0
1488767309.386,-105.534,-206.884,10519.403,10996.954,0
1488767309.400,-299.115,-147.002,9763.304,10867.838,0
1488767309.400,-430.577,-152.874,9281.986,10113.680,0
1488767309.414,-125.627,-220.413,9547.076,10705.839,0
1488767309.414,-172.383,-158.512,9216.353,10150.572,0
1488767309.414,-468.587,-113.302,8767.509,9728.835,0
1488767309.414,-202.357,-217.672,9435.057,9816.361,0
1488767309.430,-114.837,-180.158,9781.287,9842.554,0
1488767309.430,-416.161,-122.237,9442.897,9490.618,0
1488767309.444,-321.424,-191.638,10041.335,10394.498,0
1488767309.444,-126.341,-226.516,10481.901,10973.294,0
1488767309.446,-281.667,-135.055,9756.791,10866.883,0
1488767309.446,-422.388,-141.753,9306.566,10125.664,0
1488767309.460,-128.871,-222.782,9536.531,10696.734,0
1488767309.460,-190.812,-175.478,9169.785,10116.171,0
1488767309.474,-474.191,-119.699,8761.530,9711.984,0
1488767309.474,-202.890,-220.198,9435.047,9813.379,0
1488767309.476,-112.721,-188.497,2905.010,1991.558,0
1488767309.489,-401.482,-111.688,2563.247,1645.453,0
1488767309.489,-333.085,-202.269,3189.151,2548.757,0
1488767309.491,-104.661,-215.564,3628.146,3140.134,0
1488767309.491,-262.679,-115.183,2874.059,3021.759,0
1488767309.505,-456.451,-179.764,2441.741,2264.073,0
1488767309.505,-131.276,-222.399,2677.753,2860.354,0
1488767309.519,-164.269,-157.375,2307.092,2277.262,0
1488767309.519,-467.785,-120.172,1898.399,1866.057,0
1488767309.521,-229.099,-239.247,2568.400,1962.017,0
1488767309.521,-115.400,-185.140,2889.226,1984.335,0
1488767309.535,-400.070,-112.184,2552.882,1632.934,0
1488767309.535,-295.310,-172.344,3254.171,2599.479,0
1488767309.549,-123.037,-221.468,3613.779,3133.105,0
1488767309.549,-279.679,-131.379,2829.552,2993.468,0
1488767309.551,-410.568,-140.755,2505.437,2312.402,0
1488767309.551,-127.321,-224.173,2684.262,2867.196,0
1488767309.565,-200.249,-186.376,2252.199,2244.248,0
1488767309.565,-469.219,-115.137,1908.656,1865.999,0
1488767309.579,-200.139,-218.672,2603.071,1995.592,0
1488767309.579,-140.785,-210.367,2849.978,2938.594,0
1488767309.581,-402.724,-108.566,2531.865,2599.666,0
1488767309.581,-318.252,-197.553,3256.304,3573.156,0
1488767309.595,-128.701,-227.472,3601.596,4103.274,0
1488767309.595,-291.106,-136.953,2809.026,3961.872,0
1488767309.609,-426.195,-150.952,2519.879,3292.572,0
1488767309.609,-116.567,-209.477,2693.734,3866.828,0
1488767309.611,-193.329,-181.269,2247.897,3219.223,0
1488767309.611,-463.910,-110.538,1922.567,2852.205,0
1488767309.625,-226.328,-243.724,2593.203,2960.723,0
1488767309.625,-121.904,-188.857,2868.458,3927.156,0
1488767309.639,-390.732,-105.497,2523.277,3573.717,0
1488767309.639,-314.918,-191.361,3298.335,3595.440,0
1488767309.641,-104.854,-195.617,3612.672,4119.975,0
1488767309.641,-307.915,-151.055,2741.878,3912.201,0
1488767309.655,-421.679,-149.837,2527.660,3295.783,0
1488767309.655,-141.944,-231.251,2660.193,3830.766,0
1488767309.669,-201.278,-177.926,2197.096,3193.248,0
1488767309.669,-489.381,-132.794,1898.311,2827.415,0
1488767309.671,-218.554,-237.500,2620.667,2981.096,0
1488767309.671,-129.730,-201.711,2821.685,3905.194,0
1488767309.685,-385.505,-93.410,2508.745,3567.492,0
1488767309.685,-303.304,-186.713,3306.109,3610.918,0
1488767309.699,-111.722,-216.052,3598.545,4112.668,0
1488767309.699,-309.544,-144.398,2721.302,3900.224,0
1488767309.699,-437.658,-164.716,2541.541,3285.388,0
1488767309.699,-160.316,-257.447,2646.832,3826.101,0
1488767309.715,-169.210,-156.939,2206.339,3200.711,0
1488767309.715,-471.775,-125.653,1920.977,2826.287,0
1488767309.729,-236.167,-256.168,2614.686,2962.885,0
1488767309.729,-151.913,-218.588,2791.087,3874.274,0
1488767309.731,-386.808,-95.536,2484.767,3546.408,0
1488767309.731,-340.750,-220.568,3305.542,3589.042,0
1488767309.745,-122.566,-230.311,3583.325,4100.082,0
1488767309.745,-279.810,-126.642,2738.493,3919.969,0
1488767309.759,-451.041,-173.746,2554.079,3280.273,0
1488767309.759,-142.767,-231.348,2666.262,3844.772,0
1488767309.761,-202.804,-180.024,2168.979,3177.798,0
1488767309.761,-462.955,-113.384,1957.342,2859.514,0
1488767309.775,-173.193,-202.353,2681.493,3031.076,0
1488767309.775,-132.116,-198.278,2807.975,3889.595,0
1488767309.789,-417.283,-104.955,2459.109,3516.450,0
1488767309.789,-333.283,-207.013,3346.687,3611.516,0
1488767309.791,-87.611,-201.659,3617.169,4136.028,0
1488767309.791,-284.438,-113.631,2699.847,3901.630,0
1488767309.805,-430.421,-158.596,2601.338,3321.680,0
1488767309.805,-122.577,-217.327,2695.746,3875.049,0
1488767309.819,-176.985,-149.858,2168.371,3196.283,0
1488767309.819,-456.094,-99.614,1954.853,2854.366,0
1488767309.821,-178.614,-207.484,2708.359,3052.639,0
1488767309.821,-126.455,-192.878,2800.063,3900.581,0
1488767309.835,-391.771,-88.454,2466.692,3535.742,0
1488767309.835,-314.324,-204.088,3402.731,3650.017,0
1488767309.849,-82.635,-188.970,3627.291,4155.541,0
1488767309.849,-291.108,-117.835,2700.267,3904.448,0
1488767309.849,-419.671,-155.346,2653.145,3353.620,0
1488767309.849,-136.001,-228.914,2700.722,3872.694,0
1488767309.865,-196.046,-170.708,2159.035,3180.899,0
1488767309.865,-468.430,-115.647,1958.284,2849.229,0
1488767309.879,-187.913,-220.783,2684.126,3030.676,0
1488767309.879,-133.316,-195.926,2815.993,3907.621,0
1488767309.881,-401.340,-96.301,2504.381,3560.700,0
1488767309.881,-304.411,-197.255,3383.936,3643.335,0
1488767309.895,-109.699,-208.830,3541.122,4088.083,0
1488767309.895,-288.679,-120.234,2691.750,3896.637,0
1488767309.909,-415.327,-143.938,2671.506,3363.215,0
1488767309.909,-136.209,-232.169,3612.848,3835.671,0
1488767309.909,-190.310,-160.137,3109.353,3163.809,0
1488767309.909,-442.410,-97.720,3029.162,2906.882,0
1488767309.925,-164.690,-194.527,3677.359,3058.335,0
1488767309.925,-111.922,-175.927,3771.547,3909.022,0
1488767309.939,-401.499,-101.389,3465.260,3539.755,0
1488767309.939,-302.333,-190.578,4397.432,3669.786,0
1488767309.941,-116.268,-216.447,4508.801,4081.794,0
1488767309.941,-305.421,-140.353,3608.573,3847.781,0
1488767309.955,-393.798,-134.322,2676.160,3370.360,0
1488767309.955,-129.689,-216.723,3567.646,3803.790,0
1488767309.969,-194.924,-164.700,3012.304,3095.068,0
1488767309.969,-458.796,-108.143,2945.846,2840.164,0
1488767309.971,-207.417,-219.424,3505.169,2934.097,0
1488767309.971,-136.117,-188.504,3566.497,3759.427,0
1488767309.985,-387.349,-88.651,3323.789,3441.787,0
1488767309.985,-319.902,-188.880,4232.239,3552.344,0
1488767309.999,-147.277,-215.231,4241.258,3893.103,0
1488767309.999,-255.600,-85.526,3440.362,3738.851,0
1488767310.001,-419.673,-139.246,2522.983,3246.474,0
1488767310.001,-122.244,-189.503,3357.211,3669.148,0
1488767310.015,-196.859,-161.975,2841.460,2969.806,0
1488767310.015,-453.222,-96.888,1953.656,2814.757,0
1488767310.029,-224.723,-233.439,2460.912,2883.289,0
1488767310.029,-155.144,-207.751,2565.276,3721.114,0
1488767310.031,-365.816,-80.013,2556.592,3571.245,0
1488767310.031,-308.523,-198.172,3455.422,3689.847,0
1488767310.045,-109.069,-199.492,3475.085,4049.070,0
1488767310.045,-294.553,-132.247,2728.750,3898.333,0
1488767310.059,-380.103,-137.987,1929.553,3512.316,0
1488767310.059,-134.984,-226.773,2638.815,3851.788,0
1488767310.059,-187.253,-162.759,2163.052,3184.983,0
1488767310.059,-437.033,-112.369,1334.357,3069.046,0
1488767310.075,-211.527,-240.120,1771.015,3098.945,0
1488767310.075,-96.437,-162.317,1866.612,3948.042,0
