timestamps,,,,,Marker
1488767477.793,-43.777,8.519,-33371.137,25197.029,0
1488767477.807,-133.292,53.520,-34311.117,24705.434,0
1488767477.807,-206.007,75.067,-34775.742,23761.715,0
1488767477.807,-73.983,-0.363,-34281.281,24032.691,0
1488767477.807,-79.918,34.140,-34362.707,23610.863,0
1488767477.823,-223.055,92.948,-35121.395,23439.916,0
1488767477.823,-92.419,32.582,-35014.082,23490.658,0
1488767477.837,-60.669,9.425,-34985.707,24087.137,0
1488767477.837,-198.379,77.829,-35920.418,23830.221,0
1488767477.837,-148.300,51.878,-35658.180,24593.012,0
1488767477.837,-38.125,12.407,-35322.621,25207.217,0
1488767477.853,-111.587,73.126,-36269.098,24721.734,0
1488767477.853,-201.397,73.816,-36709.391,23778.508,0
1488767477.867,-35.482,28.328,-36218.359,24063.412,0
1488767477.867,-68.764,44.767,-36338.887,23606.400,0
1488767477.867,-209.421,107.356,-37067.449,23446.904,0
1488767477.867,-78.620,42.038,-36958.336,23499.564,0
1488767477.882,-33.594,38.635,-36949.848,24103.875,0
1488767477.882,-183.380,88.636,-37890.090,23828.617,0
1488767477.884,-140.551,66.082,639.323,97.219,0
1488767477.898,-31.254,25.695,953.850,719.166,0
1488767477.898,-110.866,76.406,-9.963,203.954,0
1488767477.912,-191.535,83.551,-433.391,-736.224,0
1488767477.912,-40.516,34.050,56.474,-446.746,0
1488767477.912,-69.156,46.719,-87.680,-916.122,0
1488767477.912,-200.771,108.620,-784.251,-1058.025,0
1488767477.928,-73.710,45.000,-671.084,-1003.454,0
1488767477.928,-42.521,19.326,-693.033,-429.916,0
1488767477.942,-178.186,93.281,-1624.033,-688.822,0
1488767477.942,-128.855,76.088,-1300.058,105.736,0
1488767477.942,-19.588,32.818,-998.923,713.958,0
1488767477.942,-124.993,68.693,-1019.485,186.965,0
1488767477.958,-195.442,83.482,-1411.625,-745.770,0
1488767477.958,-50.088,23.116,-939.895,-465.922,0
1488767477.972,-78.557,36.978,-1098.425,-941.084,0
1488767477.972,-223.302,89.952,-1794.724,-1082.736,0
1488767477.972,-66.767,54.157,-1645.302,-992.263,0
1488767477.972,-11.425,47.897,-1631.331,-374.145,0
1488767477.988,-165.307,101.271,-2598.450,-675.383,0
1488767477.988,-128.452,77.691,-2290.644,95.121,0
1488767478.002,-34.527,21.944,-2019.353,680.798,0
1488767478.002,-125.780,79.697,-2035.876,150.712,0
1488767478.002,-174.608,115.056,-2373.772,-732.256,0
1488767478.002,-26.136,63.786,-1909.660,-454.181,0
1488767478.018,-73.461,58.565,-2084.523,-945.290,0
1488767478.018,-205.969,124.041,-2761.426,-1084.814,0
1488767478.032,-71.795,70.695,-2635.098,-1012.468,0
1488767478.032,-25.620,62.288,-2654.620,-414.377,0
1488767478.032,-175.171,105.561,-3607.285,-706.460,0
1488767478.032,-140.643,72.859,-3251.379,100.351,0
1488767478.048,-32.569,32.318,-2983.742,700.494,0
1488767478.048,-137.324,65.250,-3034.123,149.596,0
1488767478.062,-199.402,90.511,-3348.226,-729.961,0
1488767478.062,-44.277,36.357,-2889.660,-450.233,0
1488767478.062,-71.095,47.901,-3060.611,-929.636,0
1488767478.062,-225.318,93.511,-3741.433,-1088.025,0
1488767478.078,-77.665,49.724,-3595.482,-994.548,0
1488767478.078,-15.113,61.783,-3621.612,-400.859,0
1488767478.092,-171.100,109.446,-4574.651,-685.226,0
1488767478.092,-134.653,74.340,-4199.264,127.691,0
1488767478.092,-19.212,37.610,-3948.072,722.382,0
1488767478.092,-130.178,64.431,-4013.004,162.302,0
1488767478.108,-195.507,82.444,-4307.001,-710.949,0
1488767478.108,-29.573,38.822,-3856.499,-435.279,0
1488767478.137,-64.093,54.169,-4049.934,-934.713,0
1488767478.137,-218.547,94.662,-4706.525,-1081.800,0
1488767478.137,-92.297,32.539,-4569.546,-992.717,0
1488767478.137,-28.388,40.514,-4614.055,-405.012,0
1488767478.139,-168.320,109.416,-5557.564,-689.151,0
1488767478.139,-120.978,82.953,-5146.154,157.777,0
1488767478.152,-35.995,27.430,-4939.691,703.049,0
1488767478.152,-121.687,72.696,-4980.774,160.984,0
1488767478.152,-177.539,98.717,-5240.768,-693.217,0
1488767478.152,-39.007,28.017,-4830.922,-438.543,0
1488767478.168,-89.440,30.263,-5058.559,-958.519,0
1488767478.168,-209.221,103.709,-5659.228,-1058.188,0
1488767478.182,-80.440,42.925,-5528.523,-975.684,0
1488767478.182,-44.437,30.591,-5609.930,-417.446,0
1488767478.182,-161.762,106.363,-6529.082,-693.664,0
1488767478.182,-120.621,74.697,-6109.859,155.053,0
1488767478.198,-7.727,51.012,-5890.875,746.187,0
1488767478.198,-103.027,98.911,-5961.301,182.165,0
1488767478.212,-190.338,96.084,-6207.783,-681.243,0
1488767478.212,-56.560,22.396,-5816.999,-440.452,0
1488767478.212,-62.873,58.642,-6016.706,-934.837,0
1488767478.212,-218.846,98.735,-6625.980,-1056.596,0
1488767478.228,-97.843,30.228,-6508.437,-967.099,0
1488767478.228,-35.086,34.946,-6583.759,-405.712,0
1488767478.242,-168.256,110.321,-7522.661,-697.405,0
1488767478.242,-129.442,69.616,-7073.422,157.758,0
1488767478.242,-33.096,26.009,-6892.068,721.995,0
1488767478.242,-119.630,77.696,-6960.292,168.767,0
1488767478.258,-180.033,87.774,-7163.653,-670.643,0
1488767478.258,-44.396,18.189,-6772.214,-423.710,0
1488767478.272,-67.625,43.503,-7011.590,-942.819,0
1488767478.272,-218.537,90.623,-7603.740,-1064.108,0
1488767478.272,-70.241,44.039,-7454.497,-954.273,0
1488767478.272,-26.422,45.294,-7551.042,-400.167,0
1488767478.288,-183.790,83.873,-8504.448,-691.285,0
1488767478.288,-112.745,84.264,-8042.602,173.270,0
1488767478.302,-13.677,50.575,-7870.131,719.461,0
1488767478.302,-112.504,84.699,-7960.285,155.829,0
1488767478.302,-178.416,104.212,-8137.653,-683.218,0
1488767478.302,-32.438,39.018,-7757.584,-423.143,0
1488767478.318,-59.956,58.718,-8009.844,-948.401,0
1488767478.318,-196.156,109.351,-8573.979,-1050.175,0
1488767478.332,-79.712,40.522,-8449.479,-963.142,0
1488767478.332,-43.912,29.265,-8581.867,-436.443,0
1488767478.332,-179.539,97.112,-9508.943,-723.461,0
1488767478.332,-98.199,100.570,-8987.742,200.064,0
1488767478.348,-10.298,51.203,-8852.214,728.432,0
1488767478.348,-120.864,79.194,-8964.590,137.905,0
1488767478.362,-183.354,97.050,-9111.748,-672.281,0
1488767478.362,-44.778,29.482,-8754.783,-431.713,0
1488767478.377,-66.746,55.491,-9020.817,-962.271,0
1488767478.377,-219.573,93.483,-9569.958,-1066.872,0
1488767478.377,-92.351,32.653,-9433.857,-971.151,0
1488767478.377,-43.603,28.584,-9562.944,-431.268,0
1488767478.392,-198.443,74.594,-10519.604,-745.824,0
1488767478.392,-148.143,53.505,-10005.417,159.035,0
1488767478.392,-24.268,37.203,-9847.248,723.785,0
1488767478.392,-127.127,74.248,-9968.487,128.714,0
1488767478.408,-218.485,56.951,-10115.350,-707.153,0
1488767478.408,-61.965,15.745,-9745.420,-441.850,0
1488767478.422,-52.875,62.836,-10002.717,-957.388,0
1488767478.422,-212.479,101.355,-10541.689,-1063.676,0
1488767478.422,-72.092,42.983,-10403.733,-952.663,0
1488767478.422,-16.777,54.679,-10541.788,-422.010,0
1488767478.438,-173.763,104.126,-11485.525,-728.293,0
1488767478.438,-126.156,76.885,-10960.311,178.066,0
1488767478.452,-16.628,39.935,-10838.718,722.926,0
1488767478.452,-100.237,94.079,-10953.192,134.330,0
1488767478.452,-187.421,95.573,-11061.821,-676.956,0
1488767478.452,-35.336,38.315,-10719.461,-428.471,0
1488767478.468,-61.463,61.071,-11012.995,-974.242,0
1488767478.468,-194.888,115.997,-11512.339,-1062.167,0
1488767478.482,-71.518,47.011,-11382.162,-956.532,0
1488767478.482,-29.644,46.005,-11552.152,-434.619,0
1488767478.482,-176.585,93.383,-12495.011,-749.096,0
1488767478.482,-139.625,56.112,-11952.675,160.561,0
1488767478.498,-32.894,23.578,-11854.414,690.559,0
1488767478.498,-114.970,80.602,-11958.601,112.700,0
1488767478.512,-191.829,80.933,-12044.514,-689.860,0
1488767478.512,-28.973,41.664,-11706.742,-429.920,0
1488767478.512,-72.648,49.355,-12022.150,-992.158,0
1488767478.512,-199.456,111.986,-12491.344,-1054.498,0
1488767478.528,-77.287,41.642,-12364.129,-956.743,0
1488767478.528,-39.938,34.158,-12541.423,-454.757,0
1488767478.542,-196.831,79.809,-13495.000,-771.777,0
1488767478.542,-145.566,55.653,-12915.792,166.906,0
1488767478.542,-14.387,38.663,-12809.312,711.209,0
1488767478.542,-122.392,73.293,-12957.396,102.024,0
1488767478.558,-184.628,90.476,-12997.443,-666.925,0
1488767478.558,-34.185,34.811,-12678.249,-426.440,0
1488767478.572,-71.127,47.061,-13007.356,-996.360,0
1488767478.572,-211.527,98.632,-13472.996,-1074.999,0
1488767478.572,-67.049,48.222,-13315.964,-936.385,0
1488767478.572,-30.957,44.722,-13517.769,-438.744,0
1488767478.588,-202.734,77.003,-14464.778,-758.790,0
1488767478.588,-118.218,72.066,-13862.282,190.230,0
1488767478.602,-1.038,41.668,-13787.991,722.158,0
1488767478.602,-99.278,86.238,-13929.942,113.070,0
1488767478.602,-161.741,102.210,-13932.613,-637.094,0
1488767478.602,-16.650,42.192,-13639.519,-408.696,0
1488767478.618,-54.341,60.276,-13977.382,-981.451,0
1488767478.618,-196.218,110.512,-14425.919,-1055.355,0
1488767478.632,-58.984,53.034,-14276.074,-912.881,0
1488767478.632,-25.663,45.105,-14494.709,-435.938,0
1488767478.632,-173.572,100.297,-15426.026,-743.634,0
1488767478.632,-134.777,64.386,-14821.364,210.139,0
1488767478.648,-32.073,32.739,-14781.450,703.909,0
1488767478.648,-131.289,67.672,-14935.785,87.084,0
1488767478.662,-216.682,64.927,-14940.920,-679.039,0
1488767478.662,-72.447,2.579,-14650.418,-442.249,0
1488767478.662,-28.969,89.967,-14932.963,-953.534,0
1488767478.662,-193.405,115.827,-15390.110,-1044.317,0
1488767478.692,-49.720,61.744,-15234.042,-901.955,0
1488767478.692,-8.879,64.233,-15460.755,-414.656,0
1488767478.692,-173.509,106.683,-16410.408,-742.110,0
1488767478.692,-123.243,69.040,-15787.127,214.188,0
1488767478.693,-26.710,28.878,-15760.545,708.002,0
1488767478.693,-127.762,72.823,-15933.882,83.521,0
1488767478.707,-190.634,86.106,-15895.157,-651.649,0
1488767478.707,-43.572,25.093,-15611.929,-408.995,0
1488767478.722,-74.504,43.794,-15975.881,-1008.161,0
1488767478.722,-198.359,103.298,-16383.097,-1056.121,0
1488767478.722,-59.087,56.011,-16223.012,-909.669,0
1488767478.722,-38.788,30.160,-16486.775,-451.350,0
1488767478.738,-194.417,85.356,-17428.188,-771.949,0
1488767478.738,-128.271,66.918,-16766.914,207.473,0
1488767478.752,-22.060,34.082,-16740.412,708.823,0
1488767478.752,-120.464,74.684,-16924.355,80.554,0
1488767478.752,-195.266,77.738,-16874.744,-655.556,0
1488767478.752,-43.761,30.914,-16602.807,-427.981,0
1488767478.768,-76.212,44.391,-16975.264,-1016.383,0
1488767478.768,-222.431,99.601,-17372.922,-1068.723,0
1488767478.782,-90.612,28.068,-17232.236,-941.606,0
1488767478.782,-32.821,42.999,-17473.203,-450.929,0
1488767478.782,-188.914,90.176,-18404.781,-768.177,0
1488767478.782,-141.422,54.352,-17744.781,208.009,0
1488767478.798,-41.947,22.443,-16774.068,686.483,0
1488767478.798,-145.426,61.127,-16964.830,46.616,0
1488767478.812,-200.040,76.904,-16857.180,-651.863,0
1488767478.812,-36.889,37.519,-16587.328,-410.024,0
1488767478.812,-84.509,39.899,-16998.168,-1026.199,0
1488767478.812,-220.731,87.413,-17369.420,-1073.583,0
1488767478.829,-75.120,33.510,-17203.336,-912.466,0
1488767478.829,-34.790,33.627,-17478.512,-451.888,0
1488767478.842,-187.722,93.254,-18412.760,-769.619,0
1488767478.842,-145.613,46.977,-17722.348,-763.521,0
1488767478.842,-37.244,20.813,-16766.902,-289.270,0
1488767478.842,-112.315,80.690,-16940.875,-907.685,0
1488767478.858,-191.601,82.715,-16826.219,-1616.127,0
1488767478.858,-30.144,35.839,-16583.494,-1381.611,0
1488767478.872,-62.830,61.493,-16992.328,-1993.780,0
1488767478.872,-212.595,97.903,-17348.781,-2044.197,0
1488767478.872,-63.640,46.453,-17188.443,-1880.702,0
1488767478.872,-34.560,43.443,-17490.174,-1433.816,0
1488767478.887,-186.172,93.552,-18420.766,-1764.722,0
1488767478.887,-130.379,58.090,-17698.018,-1726.824,0
1488767478.887,-36.316,22.651,2847.451,1682.241,0
1488767478.903,-129.672,77.135,2648.616,1049.094,0
1488767478.903,-169.060,102.333,2806.045,359.603,0
1488767478.917,-36.849,31.888,3023.698,569.989,0
1488767478.917,-62.123,56.817,2601.261,-39.693,0
1488767478.917,-204.898,100.377,2269.031,-79.838,0
1488767478.917,-88.207,19.318,2402.973,56.338,0
1488767478.947,-40.436,40.174,2108.441,514.496,0
1488767478.947,-185.578,96.693,1194.945,204.320,0
1488767478.947,-125.644,66.385,1928.113,241.706,0
1488767478.947,-20.540,35.464,2851.440,702.508,0
1488767478.949,-122.347,82.540,2628.635,55.715,0
1488767478.949,-193.944,73.111,2798.492,-639.278,0
1488767478.963,-53.583,14.028,3003.246,-427.983,0
1488767478.963,-90.500,32.808,2573.513,-1041.813,0
1488767478.977,-229.033,80.815,2259.230,-1075.401,0
1488767478.977,-94.777,29.268,2422.883,-909.923,0
1488767478.977,-19.838,52.495,2116.031,-449.442,0
1488767478.977,-173.638,105.215,1184.819,-779.713,0
1488767478.993,-132.897,59.446,1936.836,-731.055,0
1488767478.993,-36.144,23.775,2835.734,-284.584,0
1488767479.007,-130.053,78.472,2615.693,-931.209,0
1488767479.007,-177.389,91.916,2830.526,-1590.680,0
1488767479.007,-29.399,33.386,3038.998,-1371.255,0
1488767479.007,-49.292,73.487,2591.354,-1996.117,0
1488767479.022,-190.884,115.813,2304.534,-2017.812,0
1488767479.022,-65.170,47.190,2457.142,-1855.772,0
1488767479.037,-39.897,46.143,2107.375,-1431.224,0
1488767479.037,-186.628,98.892,1176.118,-1767.766,0
1488767479.037,-122.734,59.496,1959.390,-1700.151,0
1488767479.037,-22.540,25.680,2842.382,-1257.958,0
1488767479.052,-126.195,76.612,2600.971,-1922.082,0
1488767479.052,-200.934,73.938,2839.732,-2583.244,0
1488767479.067,-23.107,47.452,3042.949,-2348.578,0
1488767479.067,-40.460,72.388,2581.198,-2979.249,0
1488767479.067,-188.706,116.408,2322.652,-2991.033,0
1488767479.067,-71.780,38.824,2459.672,-2842.804,0
1488767479.083,-31.189,34.512,2101.760,-2419.726,0
1488767479.083,-185.613,99.801,1180.021,-2750.883,0
1488767479.097,-123.241,65.768,1988.144,-2667.867,0
1488767479.097,-28.930,29.483,2849.400,-2227.080,0
1488767479.097,-127.753,65.893,2593.044,-2906.927,0
1488767479.097,-198.692,69.545,2860.906,-3554.348,0
1488767479.113,-46.831,20.313,3029.334,-3339.415,0
1488767479.113,-61.409,54.090,2569.779,-3965.343,0
1488767479.127,-212.322,94.969,2320.339,-3980.886,0
1488767479.127,-65.226,48.460,2457.662,-3821.190,0
1488767479.127,-32.743,40.217,2081.922,-3413.547,0
1488767479.127,-187.219,96.377,1158.484,-3743.144,0
1488767479.142,-138.206,56.267,1961.503,-3665.932,0
1488767479.142,-22.234,34.314,2830.365,-3220.747,0
1488767479.157,-146.264,65.106,2555.356,-3918.295,0
1488767479.157,-202.175,72.719,2852.358,-4540.737,0
1488767479.157,-50.924,16.859,3007.738,-4336.466,0
1488767479.157,-67.421,57.634,2522.527,-4975.458,0
1488767479.172,-198.946,111.610,2304.038,-5949.915,0
1488767479.174,-105.607,6.564,2431.514,-5812.775,0
1488767479.187,-41.268,41.702,2063.168,-5380.796,0
1488767479.187,-203.961,84.391,1134.394,-5726.935,0
1488767479.187,-130.870,57.752,1989.924,-5610.405,0
1488767479.187,-27.385,33.614,2819.331,-5182.933,0
1488767479.203,-135.910,65.259,2542.421,-5880.581,0
1488767479.203,-185.493,84.447,2877.885,-6482.944,0
1488767479.218,-62.666,7.177,3011.711,-6297.458,0
1488767479.218,-81.597,47.540,2502.588,-6949.816,0
1488767479.218,-219.031,95.304,2304.859,-7921.884,0
1488767479.218,-77.474,32.238,2464.779,-7745.037,0
1488767479.234,-34.878,44.742,2064.973,-7338.744,0
1488767479.234,-201.341,79.260,1134.257,-7689.381,0
1488767479.247,-137.477,52.546,1996.942,-7574.041,0
1488767479.247,-32.432,23.917,2809.620,-7154.718,0
1488767479.247,-136.398,73.491,2529.737,-7849.075,0
1488767479.247,-184.381,86.227,2903.976,-8436.479,0
1488767479.263,-33.496,35.866,3032.728,-8229.186,0
1488767479.263,-68.128,60.570,2493.247,-8911.123,0
1488767479.277,-212.421,98.890,2314.207,-9879.397,0
1488767479.277,-69.121,40.701,2474.261,-9691.574,0
1488767479.277,-40.901,41.739,2059.806,-9299.238,0
1488767479.277,-182.266,108.999,1154.357,-9629.468,0
1488767479.293,-128.851,52.280,2028.105,-9509.311,0
1488767479.293,-38.096,26.535,2820.176,-9102.583,0
1488767479.307,-139.949,71.550,2522.585,-9810.445,0
1488767479.307,-185.299,85.849,2920.056,-10384.415,0
1488767479.307,-31.411,37.485,3044.918,-10182.193,0
1488767479.307,-71.017,55.947,2492.112,-10875.006,0
1488767479.323,-217.393,102.791,2318.465,-11841.440,0
1488767479.323,-72.246,44.400,2490.420,-11646.833,0
1488767479.337,-33.491,41.651,2050.245,-11263.095,0
1488767479.337,-172.566,110.609,1149.711,-11593.089,0
1488767479.337,-115.898,64.676,2041.925,-11468.002,0
1488767479.337,-17.319,31.761,2820.679,-11060.000,0
1488767479.353,-108.225,96.093,2534.917,-11757.267,0
1488767479.353,-175.824,88.684,2934.594,-12347.288,0
1488767479.367,-29.902,32.866,3035.121,-12151.342,0
1488767479.367,-66.004,61.018,2476.291,-12838.376,0
1488767479.367,-216.250,92.084,2326.732,-13807.598,0
1488767479.367,-81.085,26.748,2487.658,-13610.021,0
1488767479.383,-47.820,31.828,2032.048,-13239.443,0
1488767479.383,-195.412,89.440,1128.825,-13584.120,0
1488767479.412,-128.881,44.890,2055.529,-13417.603,0
1488767479.412,-42.491,6.029,2817.457,-13017.117,0
1488767479.412,-134.178,76.449,2487.194,-13753.070,0
1488767479.412,-187.315,85.580,2938.318,-14305.946,0
1488767479.413,-46.984,30.469,3022.505,-14116.291,0
1488767479.413,-98.318,43.284,2440.610,-14827.758,0
1488767479.427,-233.011,94.657,2330.047,-15774.551,0
1488767479.427,-83.447,37.889,2491.336,-15567.564,0
1488767479.427,-67.318,31.333,2017.782,-15200.873,0
1488767479.427,-219.637,77.571,1114.436,-15556.100,0
1488767479.443,-159.733,40.337,2047.909,-15395.207,0
1488767479.443,-44.370,24.124,2801.157,-14991.891,0
1488767479.457,-156.646,60.239,2477.173,-15721.385,0
1488767479.457,-211.072,70.888,2947.120,-16271.049,0
1488767479.457,-61.830,13.301,3017.450,-16081.752,0
1488767479.457,-107.741,30.723,2419.665,-16799.252,0
1488767479.473,-245.122,71.322,2333.438,-17737.051,0
1488767479.473,-80.868,35.520,2507.622,-17516.484,0
1488767479.487,-45.879,28.070,2017.840,-17166.383,0
1488767479.487,-201.612,88.606,1127.789,-17506.059,0
1488767479.487,-142.071,38.252,2071.046,-17345.137,0
1488767479.487,-39.974,22.136,2811.141,-16945.186,0
1488767479.503,-149.908,61.908,2470.196,-17680.979,0
1488767479.503,-202.574,68.807,2971.835,-18215.652,0
1488767479.517,-54.973,16.111,3040.673,-18033.055,0
1488767479.517,-86.208,47.603,2435.812,-18738.672,0
1488767479.517,-216.189,92.140,2371.504,-19667.367,0
1488767479.517,-80.002,33.510,2513.001,-19472.686,0
1488767479.532,-56.547,25.716,2002.744,-19130.871,0
1488767479.532,-211.944,75.645,1120.603,-19474.236,0
1488767479.547,-126.261,60.884,2093.521,-19281.229,0
1488767479.547,-25.648,30.893,2807.474,-18902.783,0
1488767479.547,-137.741,75.778,2469.634,-19637.490,0
1488767479.547,-191.139,75.224,2994.867,-20168.350,0
1488767479.563,-31.784,40.107,3041.389,-19982.262,0
1488767479.563,-76.015,52.518,2423.300,-20711.674,0
1488767479.577,-218.236,79.723,2373.956,-21632.912,0
1488767479.577,-71.776,41.973,2515.068,-21442.123,0
1488767479.577,-51.025,35.357,2005.738,-21089.619,0
1488767479.577,-205.375,85.197,1113.488,-21439.760,0
1488767479.593,-125.025,60.151,1133.453,-21231.705,0
1488767479.593,-35.557,26.492,1824.095,-20864.090,0
1488767479.607,-128.669,83.766,1489.490,-21594.930,0
1488767479.607,-174.764,86.180,2036.994,-22103.566,0
1488767479.607,-35.952,34.779,2053.186,-21941.934,0
1488767479.607,-85.479,42.560,1408.805,-22688.078,0
1488767479.623,-217.939,90.653,1394.938,-23591.260,0
1488767479.623,-89.109,25.788,1532.426,-23394.408,0
1488767479.637,-42.837,32.960,1001.854,-23055.014,0
1488767479.637,-177.395,105.288,143.274,-23380.777,0
1488767479.652,-127.566,54.365,150.755,-23194.701,0
1488767479.652,-32.773,25.366,828.827,-22833.111,0
1488767479.652,-134.457,79.641,478.675,-23572.492,0
1488767479.652,-199.726,60.358,1044.199,-24091.553,0
1488767479.667,-64.212,3.115,1046.205,-23932.811,0
1488767479.667,-80.829,48.000,418.373,-24652.023,0
1488767479.667,-222.324,85.939,413.811,-25563.646,0
1488767479.667,-73.433,31.322,564.586,-25349.004,0
1488767479.682,-53.602,19.324,17.578,-25022.988,0
1488767479.682,-197.693,83.996,-855.207,-25367.979,0
1488767479.697,-122.078,57.155,-812.525,-25147.850,0
1488767479.697,-32.879,21.304,-160.315,-24797.023,0
1488767479.697,-141.789,71.518,-525.751,-25549.031,0
1488767479.697,-185.606,78.184,84.060,-26031.924,0
1488767479.713,-47.575,24.199,1053.339,-25870.598,0
1488767479.713,-92.806,49.053,393.561,-26623.154,0
1488767479.727,-229.058,83.226,-574.254,-27525.709,0
1488767479.727,-87.134,23.941,-444.691,-27325.988,0
1488767479.727,-56.959,34.201,-1002.796,-27001.756,0
1488767479.727,-204.169,86.020,-1870.580,-27347.529,0
1488767479.742,-134.201,47.760,-1825.636,-27131.578,0
1488767479.742,-33.188,23.081,-1165.362,-26770.381,0
1488767479.757,-134.457,77.790,-1523.181,-27516.891,0
1488767479.757,-189.160,72.281,-907.042,-28005.385,0
1488767479.757,-36.376,28.307,-901.834,-27833.975,0
1488767479.757,-78.962,55.839,-1570.079,-28589.809,0
1488767479.773,-204.937,101.396,-2504.441,-29472.561,0
1488767479.773,-61.361,43.697,-2356.152,-29252.693,0
1488767479.787,-29.828,45.356,-2924.512,-28937.881,0
1488767479.787,-195.961,83.579,-3790.145,-29288.650,0
1488767479.787,-131.192,45.178,-3721.228,-29057.455,0
1488767479.787,-19.161,33.150,-3078.828,-28698.701,0
1488767479.803,-131.317,75.529,-3450.073,-29455.480,0
1488767479.803,-176.664,82.203,-2794.979,-29915.104,0
1488767479.817,-47.097,12.805,-1865.918,-29774.795,0
1488767479.817,-74.951,55.775,-2521.549,-30510.582,0
1488767479.817,-201.285,108.685,-3438.643,-31396.105,0
1488767479.817,-64.302,38.715,-3317.525,-31196.539,0
1488767479.833,-42.657,34.901,-3916.133,-30901.469,0
1488767479.833,-189.441,97.860,-4755.625,-31228.426,0
1488767479.847,-117.203,61.994,-4682.399,-30999.438,0
1488767479.847,-22.776,33.493,-4079.567,-30675.557,0
1488767479.847,-141.791,78.123,-4451.818,-31436.631,0
1488767479.847,-168.969,86.143,-3757.784,-31879.682,0
1488767479.863,-25.504,36.982,-2839.898,-31736.939,0
1488767479.863,-81.176,53.828,-3529.805,-32505.521,0
1488767479.880,-220.241,85.986,-4423.496,-33383.809,0
1488767479.880,-80.629,21.585,-4312.224,-33176.941,0
1488767479.881,-46.152,32.395,-4913.955,-32875.164,0
1488767479.881,-177.325,115.471,-5722.593,-33183.934,0
1488767479.892,-120.017,53.905,-5653.264,-32957.281,0
1488767479.892,-27.651,30.920,-5073.432,-32639.807,0
1488767479.892,-116.709,96.989,-1505.740,-47.295,0
1488767479.908,-160.627,95.844,-784.861,-483.513,0
1488767479.908,-25.618,31.806,96.388,-357.196,0
1488767479.922,-74.828,55.003,-616.055,-1138.121,0
1488767479.922,-202.157,103.915,-1461.478,-1993.428,0
1488767479.922,-53.812,47.349,-1348.763,-1774.826,0
1488767479.922,-29.886,51.985,-1997.441,-1506.018,0
1488767479.938,-202.785,87.916,-2836.428,-1864.465,0
1488767479.938,-110.894,62.877,-2686.396,-1581.338,0
1488767479.952,-16.822,35.516,-2161.574,-1281.789,0
1488767479.952,-114.011,101.736,-2538.152,-2046.763,0
1488767479.952,-144.106,115.550,-1753.444,-2459.210,0
1488767479.952,3.297,70.705,-887.192,-2318.861,0
1488767479.967,-21.850,116.288,-1631.283,-3107.475,0
1488767479.967,-148.820,158.978,-2427.619,-3947.906,0
1488767479.982,14.260,119.028,-2291.770,-3716.232,0
1488767479.982,55.128,143.160,-2997.552,-3468.506,0
1488767479.982,-108.268,186.178,-3817.536,-3815.435,0
1488767479.982,-16.040,155.840,-3598.765,-3514.861,0
