timestamps,,,,,Marker
1488767509.188,-9.157,44.860,3593.791,4464.749,0
1488767509.188,-8.273,79.961,2983.125,4549.945,0
1488767509.202,-228.934,145.112,2848.627,3589.363,0
1488767509.202,-104.693,37.219,3045.744,4477.191,0
1488767509.216,39.295,72.275,3280.874,4939.500,0
1488767509.216,-127.100,159.926,2302.894,4547.944,0
1488767509.218,-172.136,88.422,2322.231,4285.662,0
1488767509.218,16.843,44.669,2887.822,4923.339,0
1488767509.232,-57.858,119.798,2779.204,4696.555,0
1488767509.232,-224.112,126.629,2759.898,4492.039,0
1488767509.246,-20.745,33.106,3590.584,5441.354,0
1488767509.246,2.754,82.100,2980.913,5532.864,0
1488767509.248,-203.161,166.156,2875.220,4599.841,0
1488767509.248,-100.484,41.322,3053.021,5471.438,0
1488767509.262,5.926,44.641,3241.491,5887.462,0
1488767509.262,-139.777,147.820,2287.525,5515.170,0
1488767509.276,-172.767,81.855,2324.660,5270.267,0
1488767509.276,19.193,42.003,2882.064,5904.993,0
1488767509.278,-39.721,129.799,2779.527,5685.973,0
1488767509.278,-223.788,134.749,2768.307,5477.758,0
1488767509.292,-16.401,38.547,3592.744,6423.652,0
1488767509.292,-0.860,89.819,2973.690,6511.066,0
1488767509.306,-209.663,162.749,2872.955,5576.877,0
1488767509.306,-92.359,48.140,3054.571,6456.832,0
1488767509.308,32.070,71.471,3258.341,6887.353,0
1488767509.308,-128.204,159.122,2291.884,6498.556,0
1488767509.322,-170.715,88.385,2325.866,6250.507,0
1488767509.322,21.862,49.872,2875.641,6879.175,0
1488767509.336,-50.876,124.477,2756.611,6649.893,0
1488767509.336,-214.508,142.060,1790.913,6459.944,0
1488767509.338,-13.793,45.129,2601.818,7403.197,0
1488767509.338,11.625,103.470,1998.917,7504.262,0
1488767509.352,-192.969,174.197,1912.128,6567.155,0
1488767509.352,-85.550,57.176,2096.672,7448.711,0
1488767509.366,26.017,68.090,2280.202,7865.963,0
1488767509.366,-136.807,151.488,1306.190,7479.224,0
1488767509.368,-186.832,75.692,1346.901,7219.065,0
1488767509.368,19.623,47.927,1901.462,7857.049,0
1488767509.382,-47.059,131.500,1788.772,7638.717,0
1488767509.382,-223.691,131.486,821.600,7438.326,0
1488767509.396,-13.753,42.794,1634.510,8384.743,0
1488767509.396,13.049,97.892,1016.970,8474.487,0
1488767509.398,-211.293,157.171,909.646,7524.837,0
1488767509.398,-91.644,45.472,1111.902,8417.194,0
1488767509.412,24.908,70.546,1300.047,8842.056,0
1488767509.412,-136.734,154.916,324.176,8455.418,0
1488767509.426,-187.440,72.706,372.868,8204.257,0
1488767509.426,7.957,39.776,909.295,8832.865,0
1488767509.428,-49.660,124.565,799.910,8614.085,0
1488767509.428,-234.344,122.886,-168.832,8405.395,0
1488767509.442,-16.093,43.738,660.463,9369.184,0
1488767509.442,3.009,90.006,31.800,9450.678,0
1488767509.456,-197.128,173.812,-63.309,8519.495,0
1488767509.456,-93.569,48.177,135.109,9405.753,0
1488767509.458,20.478,65.929,321.231,9828.266,0
1488767509.458,-130.236,158.489,-654.595,9437.125,0
1488767509.472,-174.143,90.700,-591.362,9198.874,0
1488767509.472,17.155,42.246,-57.434,9827.303,0
1488767509.486,-44.142,129.919,-170.566,9605.953,0
1488767509.486,-221.724,135.796,-1133.519,9404.832,0
1488767509.488,-20.287,35.529,-322.284,10351.230,0
1488767509.488,-2.124,86.001,-949.102,10435.729,0
1488767509.502,-206.906,161.235,-1062.006,9487.428,0
1488767509.502,-97.595,43.308,-848.580,10376.273,0
1488767509.516,7.068,55.816,-672.484,10798.117,0
1488767509.516,-126.730,166.224,-1639.219,10427.078,0
1488767509.518,-175.188,87.929,-1583.578,10179.111,0
1488767509.518,17.583,39.587,-1053.004,10798.489,0
1488767509.532,-50.431,119.955,-1174.906,10569.113,0
1488767509.532,-222.253,128.529,-2134.108,10375.514,0
1488767509.546,-13.183,41.060,-1305.304,11328.091,0
1488767509.546,-5.346,84.886,-1943.529,11404.409,0
1488767509.548,-202.001,160.644,-2055.236,10454.740,0
1488767509.548,-97.578,45.702,-1833.510,11351.577,0
1488767509.562,21.155,65.185,-1648.881,11787.651,0
1488767509.562,-129.795,158.314,-1662.980,11380.122,0
1488767509.576,-173.825,90.255,-1577.058,11155.668,0
1488767509.576,13.830,42.223,-1052.232,11778.895,0
1488767509.578,-63.201,119.507,-1187.908,11538.587,0
1488767509.578,-229.678,128.660,-2136.145,11344.124,0
1488767509.592,-29.899,25.413,-1312.987,12298.563,0
1488767509.592,6.814,95.971,-1938.605,12391.255,0
1488767509.621,-209.734,163.314,-2046.026,11436.738,0
1488767509.621,-97.688,44.725,-1830.314,12334.526,0
1488767509.621,16.732,61.160,-1655.416,12759.956,0
1488767509.621,-152.117,141.570,-1675.896,12354.779,0
1488767509.624,-188.341,70.288,-1575.870,12133.358,0
1488767509.624,32.737,58.761,-1036.612,12774.477,0
1488767509.636,-47.831,125.060,-1187.846,12526.925,0
1488767509.636,-230.806,120.935,-2122.948,12333.609,0
1488767509.638,-12.087,38.452,-1298.796,13302.036,0
1488767509.638,5.574,92.043,-1948.851,13370.497,0
1488767509.652,-203.995,160.952,-2052.408,12416.011,0
1488767509.652,-81.784,55.199,-1803.325,13334.622,0
1488767509.666,20.399,63.051,-1646.461,13750.657,0
1488767509.666,-135.603,149.093,-1664.887,13341.950,0
1488767509.668,-176.619,82.912,-1556.724,13125.934,0
1488767509.668,17.200,45.172,-1049.595,13742.888,0
1488767509.682,-58.679,117.582,-1193.454,13502.782,0
1488767509.682,-233.033,121.313,-2122.962,13309.650,0
1488767509.696,-21.944,33.414,-1302.650,14269.374,0
1488767509.696,-6.728,81.290,-1957.189,14335.071,0
1488767509.698,-207.000,154.669,-2039.463,13404.247,0
1488767509.698,-95.025,33.698,-1806.648,14314.265,0
1488767509.712,11.025,54.647,-1662.993,14715.737,0
1488767509.712,-135.138,153.929,-2640.947,14323.070,0
1488767509.726,-184.781,78.177,-2535.125,14100.732,0
1488767509.726,7.773,32.595,-2034.870,14725.230,0
1488767509.728,-55.420,123.963,-2173.998,14482.253,0
1488767509.728,-225.005,126.164,-3084.858,14305.752,0
1488767509.742,-26.291,35.314,-2287.745,15250.595,0
1488767509.742,1.060,90.726,-2939.864,15320.368,0
1488767509.756,-209.118,154.561,-3024.550,14377.812,0
1488767509.756,-96.108,43.583,-2788.841,15289.161,0
1488767509.758,18.642,64.102,-2643.877,15701.075,0
1488767509.758,-150.682,141.916,-2663.942,15295.318,0
1488767509.772,-180.575,76.416,-2526.072,15091.658,0
1488767509.772,13.157,40.251,-2028.682,15710.599,0
1488767509.786,-52.003,121.210,-2182.579,15462.699,0
1488767509.786,-224.944,125.977,-3080.129,15285.776,0
1488767509.788,-33.093,25.474,-2289.187,16232.904,0
1488767509.788,11.347,99.717,-2931.025,16318.822,0
1488767509.802,-201.764,163.776,-3008.553,15377.703,0
1488767509.802,-97.075,44.959,-2773.016,16284.851,0
1488767509.816,23.909,64.955,-2628.231,16692.311,0
1488767509.816,-124.337,165.919,-2636.523,16300.209,0
1488767509.818,-171.620,85.163,-2500.905,16084.271,0
1488767509.818,16.742,50.188,-2017.708,16703.686,0
1488767509.832,-41.567,128.682,-2174.267,16456.895,0
1488767509.832,-219.605,136.931,-3061.469,16279.503,0
1488767509.846,-12.761,41.533,-2255.346,17237.543,0
1488767509.846,2.010,89.608,-2942.284,17286.557,0
1488767509.848,-214.848,154.232,-3034.723,16334.199,0
1488767509.848,-89.645,45.086,-2770.082,17265.631,0
1488767509.862,17.194,57.636,-2641.461,17661.217,0
1488767509.862,-120.116,162.213,-2656.993,17266.871,0
1488767509.876,-161.165,92.916,-2499.758,17066.629,0
1488767509.876,21.886,50.524,-2014.430,17676.814,0
1488767509.878,-45.870,131.005,-2186.529,17420.070,0
1488767509.878,-211.188,136.321,-3068.558,17246.512,0
1488767509.892,-25.190,27.520,-2269.874,18197.107,0
1488767509.892,2.562,86.919,-2942.361,18260.998,0
1488767509.906,-203.675,161.233,-3036.927,17311.422,0
1488767509.906,-96.450,38.968,-2772.889,18237.756,0
1488767509.908,17.540,61.682,-2636.381,18643.271,0
1488767509.908,-147.894,147.784,-2678.750,18220.932,0
1488767509.922,-185.600,71.655,-2517.633,18023.682,0
1488767509.922,3.962,34.349,-2036.706,18640.625,0
1488767509.937,-52.091,130.392,-2200.484,18398.703,0
1488767509.937,-218.315,140.861,-3076.024,18228.324,0
1488767509.938,-21.998,41.126,-2270.452,19185.537,0
1488767509.938,16.959,110.858,-2934.729,19259.062,0
1488767509.953,-192.543,174.446,-3031.555,18301.746,0
1488767509.953,-92.050,47.686,-2766.888,19223.906,0
1488767509.966,29.876,74.121,-2637.340,19634.824,0
1488767509.966,-127.009,162.833,-2682.286,19217.107,0
1488767509.968,-168.941,94.449,-2502.690,19024.732,0
1488767509.968,25.263,57.596,-2024.494,19631.715,0
1488767509.982,-54.838,125.934,-2220.262,19367.686,0
1488767509.982,-219.611,139.609,-3074.153,19209.770,0
1488767509.996,-17.808,38.740,-2270.192,20163.254,0
1488767509.996,-3.755,88.725,-2965.492,20206.934,0
1488767509.998,-204.206,167.908,-3033.558,19273.717,0
1488767509.998,-92.669,43.501,-2761.411,20205.930,0
1488767510.012,31.535,73.493,-2642.316,20609.939,0
1488767510.012,-143.440,149.531,-2696.253,20181.334,0
1488767510.026,-168.752,84.651,-2494.038,20006.771,0
1488767510.026,16.708,45.094,-2030.895,20611.729,0
1488767510.028,-47.450,132.411,-2215.111,20353.043,0
1488767510.028,-219.377,130.571,-3062.983,20183.510,0
1488767510.041,-22.679,33.715,-2273.137,21140.002,0
1488767510.041,1.333,85.960,-2946.106,21211.586,0
1488767510.043,-212.196,152.451,-4011.471,-1315.283,0
1488767510.057,-94.421,47.678,-3751.467,-399.317,0
1488767510.057,21.652,70.673,-3633.782,7.242,0
1488767510.071,-126.530,173.328,-3664.793,-405.190,0
1488767510.071,-173.372,94.277,-3457.627,-580.984,0
1488767510.073,25.480,57.892,-3000.531,25.895,0
1488767510.073,-50.500,130.478,-3197.253,-245.910,0
1488767510.087,-227.446,127.807,-4037.691,-403.206,0
1488767510.087,-16.962,35.522,-3243.181,560.905,0
1488767510.101,-1.702,88.488,-3948.968,603.975,0
1488767510.101,-210.474,156.818,-4010.904,-337.937,0
1488767510.103,-95.564,41.180,-3725.585,605.522,0
1488767510.103,24.822,68.801,-3625.754,1003.112,0
1488767510.117,-140.138,156.780,-3668.090,577.628,0
1488767510.117,-189.714,75.423,-3461.332,390.300,0
1488767510.131,11.637,44.250,-3005.772,1002.972,0
1488767510.131,-60.113,121.010,-3205.606,729.570,0
1488767510.133,-209.246,146.997,-4011.805,603.865,0
1488767510.133,-7.267,48.600,-3229.125,1559.617,0
1488767510.147,3.428,94.621,-3940.873,1596.374,0
1488767510.147,-211.905,157.958,-4005.476,650.602,0
1488767510.161,-100.573,32.694,-3728.673,1583.130,0
1488767510.161,10.548,49.900,-3633.154,1967.821,0
1488767510.163,-147.036,147.547,-3674.177,1553.186,0
1488767510.163,-185.456,68.900,-3452.758,1373.843,0
1488767510.177,6.152,35.316,-3017.375,1975.957,0
1488767510.177,-52.927,126.811,-3206.715,1714.490,0
1488767510.191,-216.215,141.458,-4027.893,1573.148,0
1488767510.191,-15.448,45.369,-3232.769,2532.580,0
1488767510.193,-14.500,79.998,-3968.254,2550.260,0
1488767510.193,-222.640,151.391,-4029.125,1610.038,0
1488767510.207,-79.935,56.764,-3710.188,2579.781,0
1488767510.207,19.339,66.998,-3630.418,2957.576,0
1488767510.221,-131.917,161.504,-3675.686,2539.111,0
1488767510.221,-183.839,76.144,-3450.972,2361.754,0
1488767510.223,3.012,36.849,-3015.324,2954.893,0
1488767510.223,-57.140,123.875,-3212.967,2693.702,0
1488767510.237,-218.543,136.723,-4022.741,2548.897,0
1488767510.237,-20.872,38.072,-3232.390,3504.765,0
1488767510.251,-2.362,83.877,-3951.610,3547.364,0
1488767510.251,-200.401,163.991,-4010.072,2605.594,0
1488767510.253,-81.481,46.072,-3697.441,3566.073,0
1488767510.253,15.668,55.334,-3631.785,3933.322,0
1488767510.267,-143.296,149.110,-3691.750,3503.297,0
1488767510.267,-166.304,90.038,-3422.805,3363.260,0
1488767510.281,13.437,41.734,-3003.093,3952.831,0
1488767510.281,-63.305,116.877,-3226.791,3664.290,0
1488767510.283,-227.206,125.769,-4029.172,3520.678,0
1488767510.283,-14.535,46.977,-3223.416,3526.084,0
1488767510.297,10.588,101.772,-3944.510,3560.228,0
1488767510.297,-200.859,170.936,-4010.754,2606.523,0
1488767510.311,-83.944,51.723,-3691.960,3568.891,0
1488767510.311,24.732,64.261,-3627.209,3945.003,0
1488767510.313,-147.883,148.908,-3697.396,3502.319,0
1488767510.313,-186.842,70.770,-3444.640,3334.132,0
1488767510.327,17.437,46.865,-3000.914,3949.796,0
1488767510.327,-46.930,129.649,-3208.576,3681.275,0
1488767510.341,-229.404,123.303,-4027.319,3520.156,0
1488767510.341,-25.256,34.783,-3227.756,4487.412,0
1488767510.343,0.110,87.293,-3959.995,4523.093,0
1488767510.343,-197.772,166.876,-4012.204,3584.277,0
1488767510.357,-85.932,46.923,-3692.964,4545.998,0
1488767510.357,16.592,58.657,-3631.740,4911.661,0
1488767510.371,-139.392,153.087,-3703.183,4481.950,0
1488767510.371,-167.523,84.097,-3426.062,4334.703,0
1488767510.373,25.562,49.619,-2999.809,4935.621,0
1488767510.373,-43.013,136.712,-3221.151,4658.307,0
1488767510.387,-224.607,133.260,-4020.547,4499.769,0
1488767510.387,-18.593,36.883,-3229.201,5472.032,0
1488767510.401,3.194,90.410,-3968.856,5505.499,0
1488767510.401,-199.617,168.108,-4021.065,4559.559,0
1488767510.403,-82.010,51.659,-3692.180,5527.488,0
1488767510.403,24.186,68.651,-3635.377,5897.979,0
1488767510.417,-138.833,157.510,-3704.053,5456.828,0
1488767510.417,-177.006,70.822,-3428.387,5307.572,0
1488767510.431,14.558,37.212,-3013.600,5904.574,0
1488767510.431,-39.607,137.155,-3231.232,5637.295,0
1488767510.433,-211.781,138.780,-4008.421,5497.598,0
1488767510.433,-16.025,34.157,-3221.450,6456.432,0
1488767510.447,2.994,91.401,-3968.428,6485.456,0
1488767510.447,-210.289,162.708,-4026.524,5535.525,0
1488767510.461,-80.251,57.505,-3678.939,5541.881,0
1488767510.461,18.937,66.946,-3637.361,5903.942,0
1488767510.463,-129.365,173.980,-3703.826,5472.417,0
1488767510.463,-163.783,90.588,-3409.289,5322.803,0
1488767510.477,9.544,42.459,-3011.362,5908.354,0
1488767510.477,-58.324,127.009,-3247.402,5619.798,0
1488767510.491,-237.465,118.082,-4023.143,5473.826,0
1488767510.491,-16.824,34.760,-3220.357,5479.564,0
1488767510.493,5.213,97.694,-3966.526,5504.523,0
1488767510.493,-213.702,154.392,-4031.264,4542.475,0
1488767510.507,-83.869,49.514,-3675.115,4559.202,0
1488767510.507,21.306,67.386,-3635.426,4919.161,0
1488767510.521,-155.142,150.552,-3716.686,4471.473,0
1488767510.521,-190.279,72.769,-3411.894,4336.739,0
1488767510.523,19.771,48.407,-3004.044,4924.930,0
1488767510.523,-37.356,139.177,-3228.106,4657.819,0
1488767510.537,-207.592,141.613,-3991.894,4523.908,0
1488767510.537,-17.559,36.047,-3219.012,5481.530,0
1488767510.551,-1.894,95.360,-3976.103,5503.866,0
1488767510.551,-200.947,164.221,-4022.126,4560.200,0
1488767510.553,-87.185,42.659,-3680.091,5537.348,0
1488767510.553,23.515,74.349,-3630.850,5906.467,0
1488767510.567,-135.353,162.699,-3716.366,5455.914,0
1488767510.567,-177.292,77.926,-3413.698,5312.320,0
1488767510.581,13.512,44.873,-3014.825,5912.000,0
1488767510.581,-51.420,132.168,-3251.164,5620.007,0
1488767510.583,-224.020,126.446,-4011.272,5487.686,0
1488767510.583,-20.130,32.481,-3223.184,6456.333,0
1488767510.597,-0.673,92.074,-3983.689,6478.613,0
1488767510.597,-205.380,169.107,-4019.551,5532.138,0
1488767510.611,-76.412,53.178,-3673.283,5541.860,0
1488767510.611,27.010,71.531,-3643.302,5900.137,0
1488767510.613,-143.575,151.844,-3729.073,5448.731,0
1488767510.613,-188.050,65.171,-3415.263,5308.795,0
1488767510.627,11.659,40.511,-3013.031,5912.578,0
1488767510.627,-53.486,133.423,-3250.579,5632.212,0
1488767510.641,-223.562,131.987,-4003.555,5492.804,0
1488767510.641,-10.659,39.024,-3214.879,6468.392,0
1488767510.643,9.610,103.371,-3967.534,6494.454,0
1488767510.643,-201.657,173.032,-4018.143,5541.879,0
1488767510.657,-86.485,44.249,-3675.192,6516.727,0
1488767510.657,9.127,56.603,-3654.890,6865.643,0
1488767510.671,-147.186,147.496,-3740.126,6421.529,0
1488767510.671,-171.495,82.538,-3392.837,6306.831,0
1488767510.673,18.756,48.632,-3008.014,6894.636,0
1488767510.673,-59.666,125.713,-3264.160,6598.305,0
1488767510.687,-233.946,120.926,-4007.192,6463.033,0
1488767510.687,-27.348,33.229,-3223.349,7436.908,0
1488767510.701,3.415,98.313,-3976.965,7466.799,0
1488767510.701,-205.500,166.661,-4020.605,6511.035,0
1488767510.703,-73.584,57.164,-3653.151,6534.022,0
1488767510.703,30.260,78.001,-3632.946,6891.551,0
1488767510.717,-140.893,153.815,-3732.641,6432.373,0
1488767510.717,-182.952,72.397,-3393.789,6305.183,0
1488767510.731,27.101,50.578,-2998.697,6906.916,0
1488767510.731,-58.842,124.810,-3262.906,6601.953,0
1488767510.733,-230.223,124.984,-3992.893,6467.373,0
1488767510.733,-20.981,32.152,-3214.648,7444.431,0
1488767510.747,-12.321,76.939,-3989.660,7450.772,0
1488767510.747,-211.964,160.027,-4026.864,6513.172,0
1488767510.761,-74.663,57.400,-3649.906,6540.049,0
1488767510.761,19.965,61.987,-3641.658,6882.232,0
1488767510.763,-157.515,142.273,-3754.611,6411.458,0
1488767510.763,-175.100,78.456,-3386.146,6304.396,0
1488767510.777,15.285,45.402,-3014.103,6885.847,0
1488767510.777,-55.736,129.945,-3275.888,6582.773,0
1488767510.791,-233.123,119.088,-4005.023,6458.003,0
1488767510.791,-16.401,34.450,-3222.870,6458.925,0
1488767510.793,-11.208,78.654,-3993.308,6480.064,0
1488767510.793,-222.169,151.834,-4042.536,5509.284,0
1488767510.807,-96.925,41.578,-3683.403,5518.194,0
1488767510.807,10.636,67.299,-3664.387,5881.176,0
1488767510.821,-138.874,161.031,-3749.825,5437.107,0
1488767510.821,-169.507,85.503,-3391.515,5319.917,0
1488767510.823,24.951,56.317,-3011.670,5919.799,0
1488767510.823,-49.432,132.613,-3282.499,5608.285,0
1488767510.837,-231.075,124.961,-4003.735,5479.206,0
1488767510.837,-16.429,40.099,-3223.062,5482.289,0
1488767510.851,10.806,100.912,-3992.173,5502.094,0
1488767510.851,-204.851,168.969,-4026.045,4546.845,0
1488767510.853,-79.895,52.194,-3657.506,4565.789,0
1488767510.853,23.971,64.381,-3649.792,4911.421,0
1488767510.867,-143.132,141.652,-3755.377,4447.102,0
1488767510.867,-181.260,69.891,-3393.439,4336.838,0
1488767510.881,10.210,43.727,-3019.990,4920.496,0
1488767510.881,-59.805,129.511,-3288.324,4623.799,0
1488767510.883,-238.452,122.944,-3992.356,4501.684,0
1488767510.883,-34.413,26.226,-3221.104,5475.342,0
1488767510.897,-9.630,85.685,-4005.148,5493.464,0
1488767510.897,-205.414,166.719,-4020.905,4548.429,0
1488767510.911,-85.859,44.918,-3653.753,4565.525,0
1488767510.911,24.257,68.616,-3650.195,4923.163,0
1488767510.913,-142.296,156.734,-3748.487,4456.689,0
1488767510.913,-178.049,78.932,-3377.606,4350.554,0
1488767510.927,3.454,32.431,-3021.110,4928.393,0
1488767510.927,-66.677,120.500,-3287.491,4621.781,0
1488767510.941,-221.890,130.872,-3977.200,4521.795,0
1488767510.941,-18.550,40.834,-3199.755,5498.872,0
1488767510.943,1.573,96.018,-3991.788,5506.533,0
1488767510.943,-204.485,164.337,-4016.561,4553.543,0
1488767510.957,-81.002,51.141,-3648.867,4575.704,0
1488767510.957,23.877,66.548,-2671.177,4922.981,0
1488767510.971,-136.067,163.237,-2755.852,4470.835,0
1488767510.971,-185.213,76.146,-2389.688,4354.203,0
1488767510.973,17.241,48.340,-2031.568,4933.672,0
1488767510.973,-41.143,130.732,-2304.831,4627.722,0
1488767510.987,-226.634,130.668,-2997.842,4516.093,0
1488767510.987,-22.924,27.787,-2236.602,5483.727,0
1488767511.001,-5.097,79.972,-3027.756,5489.148,0
1488767511.001,-210.983,161.638,-3042.599,4553.459,0
1488767511.003,-80.694,46.764,-2665.567,4574.326,0
1488767511.003,27.238,69.063,-1697.870,4917.919,0
1488767511.017,-131.910,166.343,-1785.458,4461.887,0
1488767511.017,-173.748,79.914,-1403.627,4353.587,0
1488767511.031,17.041,48.271,-1053.418,4938.435,0
1488767511.031,-41.672,141.931,-1321.658,4639.306,0
1488767511.033,-209.653,144.962,-2003.726,4531.926,0
1488767511.033,0.378,51.663,-1234.460,5505.095,0
1488767511.046,9.269,104.435,-2039.590,5492.884,0
1488767511.046,-207.880,170.431,-2073.387,4544.820,0
1488767511.048,-87.732,42.740,2231.054,646.171,0
1488767511.062,10.158,49.989,3186.226,978.874,0
1488767511.062,-144.525,148.175,3092.661,527.629,0
1488767511.076,-175.562,77.446,3503.304,432.265,0
1488767511.076,16.476,48.750,3848.719,1016.148,0
1488767511.078,-58.763,127.828,3555.710,699.999,0
1488767511.078,-227.982,122.936,2878.612,587.331,0
1488767511.092,-20.465,30.871,3643.700,1566.913,0
1488767511.092,-8.720,82.491,2833.500,1550.263,0
1488767511.106,-204.043,170.702,2832.086,624.967,0
1488767511.106,-83.003,46.953,3224.171,660.012,0
1488767511.108,28.855,67.913,4176.430,989.735,0
1488767511.108,-137.529,156.259,4086.351,537.824,0
1488767511.122,-171.663,72.638,4493.908,444.192,0
1488767511.122,12.271,45.008,4823.508,1015.904,0
1488767511.136,-61.518,130.223,4532.854,696.050,0
1488767511.136,-231.892,124.404,3875.320,595.012,0
1488767511.138,-10.646,42.216,4642.438,600.665,0
1488767511.138,-0.849,94.958,3829.493,589.524,0
1488767511.152,-206.248,160.352,3820.745,-354.501,0
1488767511.152,-92.433,38.046,4205.949,-321.371,0
1488767511.166,16.740,60.813,5157.071,6.945,0
1488767511.166,-140.284,155.367,5060.391,-452.715,0
1488767511.168,-163.344,87.708,5493.054,-519.719,0
1488767511.168,26.559,55.369,5816.255,45.602,0
1488767511.182,-50.419,129.350,5519.935,-280.779,0
1488767511.182,-222.320,125.277,4870.288,-377.242,0
1488767511.196,-27.675,30.882,5608.741,586.888,0
1488767511.196,-14.752,84.735,4791.075,569.677,0
1488767511.198,-213.378,156.902,3813.095,-371.353,0
1488767511.198,-100.278,41.298,4203.344,-324.004,0
1488767511.212,11.237,67.973,5148.688,9.993,0
1488767511.212,-117.412,176.787,5064.514,-444.700,0
1488767511.226,-165.047,87.714,5502.933,-524.117,0
1488767511.226,25.304,49.447,5801.637,41.683,0
1488767511.228,-60.800,125.111,5506.290,-290.068,0
1488767511.228,-231.735,118.200,4868.401,-386.861,0
1488767511.242,-13.802,36.565,5613.253,-384.772,0
1488767511.242,3.998,92.830,4792.637,-400.798,0
1488767511.256,-212.254,159.301,3819.919,-1339.494,0
1488767511.256,-84.075,50.380,4215.886,-1290.907,0
1488767511.258,16.942,69.904,5145.489,-973.960,0
1488767511.258,-153.257,154.155,5046.258,-1439.813,0
1488767511.272,-180.906,75.101,5493.578,-1513.788,0
1488767511.272,22.920,57.856,5800.558,-941.682,0
1488767511.286,-65.072,122.442,5493.367,-1278.113,0
1488767511.286,-229.370,117.573,4880.876,-1362.870,0
1488767511.288,-1.485,47.805,5629.003,-1353.963,0
1488767511.288,17.508,109.699,4801.371,-1370.539,0
1488767511.302,-202.042,170.317,3835.931,-2312.193,0
1488767511.302,-89.043,45.258,4216.030,-2281.980,0
1488767511.316,15.070,68.141,5139.413,-1954.187,0
1488767511.316,-134.526,162.788,5053.014,-2415.960,0
1488767511.318,-173.758,81.345,5513.562,-2486.155,0
1488767511.318,19.193,53.318,5787.900,-1925.583,0
1488767511.332,-61.768,132.781,5493.428,-2256.377,0
1488767511.332,-228.927,128.671,4900.093,-2332.233,0
1488767511.346,-16.805,33.812,5608.582,-1368.897,0
1488767511.346,-3.590,85.036,4773.492,-1394.433,0
1488767511.348,-219.450,149.675,3829.003,-2318.274,0
1488767511.348,-94.827,26.422,4205.197,-2288.409,0
1488767511.362,13.224,55.117,5123.502,-1973.672,0
1488767511.362,-135.470,156.732,5065.246,-2414.236,0
1488767511.376,-163.493,79.200,5525.663,-2469.228,0
1488767511.376,23.900,46.872,5782.121,-1927.468,0
1488767511.378,-60.977,127.581,5494.081,-2264.062,0
1488767511.378,-221.722,129.371,4921.341,-2320.482,0
1488767511.392,-13.946,38.536,5611.243,-1364.308,0
1488767511.392,-3.487,85.926,4785.024,-1378.639,0
1488767511.406,-195.494,163.766,3867.316,-2289.937,0
1488767511.406,-79.750,50.575,4218.637,-2270.080,0
1488767511.408,31.002,78.196,5124.850,-1961.043,0
1488767511.408,-129.328,168.352,5067.338,-2413.425,0
1488767511.422,-175.758,82.943,5533.716,-2466.404,0
1488767511.422,23.128,60.130,5779.845,-1931.656,0
1488767511.436,-45.713,146.090,5495.224,-2250.827,0
1488767511.436,-225.924,124.787,4920.969,-2322.397,0
1488767511.438,-19.154,36.230,5597.976,-1377.697,0
1488767511.438,5.561,101.808,4771.331,-1388.737,0
1488767511.452,-198.667,176.783,3865.130,-2297.686,0
1488767511.452,-86.689,46.840,4232.753,-2262.484,0
1488767511.466,22.843,68.287,5120.379,-1969.042,0
1488767511.466,-144.599,150.080,5046.277,-2431.185,0
1488767511.468,-169.821,79.280,5543.191,-2468.910,0
1488767511.468,27.097,63.214,5781.604,-1919.434,0
1488767511.482,-50.139,141.492,5488.363,-2258.591,0
1488767511.482,-223.210,131.012,4935.202,-2318.665,0
1488767511.496,-28.491,26.819,5601.949,-1377.626,0
1488767511.496,-5.829,93.226,4764.529,-1399.534,0
1488767511.498,-215.491,160.404,3863.090,-2306.976,0
1488767511.498,-84.488,48.035,4253.100,-2252.622,0
1488767511.512,23.432,71.139,5133.512,-1953.582,0
1488767511.512,-138.214,156.721,5063.407,-2414.689,0
1488767511.526,-170.306,78.987,5558.179,-2464.115,0
1488767511.526,12.196,46.008,5785.761,-1938.067,0
1488767511.528,-65.183,124.974,5483.436,-2264.047,0
1488767511.528,-232.981,115.871,4933.008,-2320.150,0
1488767511.542,-14.083,30.082,5626.702,-1359.906,0
1488767511.542,1.848,93.262,4791.346,-1380.614,0
1488767511.556,-191.404,177.026,3872.259,-2288.762,0
1488767511.556,-74.213,58.378,4269.565,-2237.891,0
1488767511.558,41.805,85.169,5161.832,-1934.478,0
1488767511.558,-119.602,171.697,5064.060,-2399.052,0
1488767511.572,-155.890,87.493,5561.715,-2450.887,0
1488767511.572,29.083,56.026,5813.442,-1910.167,0
1488767511.586,-55.595,131.083,5483.041,-2253.134,0
1488767511.586,-223.943,126.255,4917.272,-2322.782,0
1488767511.588,-16.871,36.935,5630.862,-1351.409,0
1488767511.588,-8.020,90.780,4768.434,-1390.229,0
1488767511.602,-200.726,178.285,3829.697,-2317.332,0
1488767511.602,-78.205,56.177,4252.629,-2253.183,0
1488767511.616,15.627,65.630,5130.104,-1959.502,0
1488767511.616,-142.795,157.278,5021.973,-2431.290,0
1488767511.618,-162.171,83.617,5537.883,-2470.709,0
1488767511.618,10.184,41.464,5781.172,-1937.378,0
1488767511.632,-69.420,118.340,5444.544,-2289.138,0
1488767511.632,-221.484,135.104,4903.549,-2329.713,0
1488767511.646,-19.745,32.990,5624.383,-1362.954,0
