timestamps,,,,,Marker
1488767829.569,10.726,405.347,4749.845,-16803.055,0
1488767829.571,176.245,361.703,5450.562,-16323.864,0
1488767829.571,151.038,360.308,5354.517,-16485.514,0
1488767829.585,0.922,408.169,5016.318,-16936.930,0
1488767829.585,127.684,363.212,5632.667,-16732.277,0
1488767829.599,180.280,355.021,6242.003,-16211.959,0
1488767829.599,22.441,390.795,5485.189,-16628.854,0
1488767829.601,69.813,385.817,6220.983,-16306.513,0
1488767829.601,195.849,358.243,6602.720,-16148.443,0
1488767829.614,100.497,382.880,5899.357,-17009.215,0
1488767829.614,28.141,422.035,5775.892,-17749.203,0
1488767829.616,167.164,355.577,2528.758,1337.500,0
1488767829.630,160.818,373.448,2428.087,1181.599,0
1488767829.630,32.707,442.395,2115.106,749.136,0
1488767829.644,112.881,354.264,2699.527,917.684,0
1488767829.644,161.207,343.332,3276.913,1425.863,0
1488767829.646,1.034,371.888,2511.505,998.789,0
1488767829.646,53.451,374.321,3275.453,1333.770,0
1488767829.660,185.295,353.340,3632.555,1484.979,0
1488767829.660,91.966,380.568,2917.673,619.660,0
1488767829.674,16.166,401.446,2803.405,-129.816,0
1488767829.674,171.658,357.540,3484.663,338.126,0
1488767829.676,131.289,348.142,3353.759,150.380,0
1488767829.676,-4.604,409.175,3059.952,-274.080,0
1488767829.690,140.869,374.603,3713.790,-40.507,0
1488767829.690,184.097,362.340,4278.404,457.609,0
1488767829.704,44.056,407.999,3528.689,45.909,0
1488767829.704,94.236,406.383,4318.165,386.212,0
1488767829.706,205.227,375.013,4640.228,511.751,0
1488767829.706,102.219,387.708,3911.303,-362.009,0
1488767829.720,35.204,419.783,3831.389,-1098.590,0
1488767829.720,207.514,393.095,4537.835,-607.827,0
1488767829.734,188.141,401.669,4374.544,-801.446,0
1488767829.734,53.045,455.548,4074.451,-1241.561,0
1488767829.736,194.699,431.549,4719.806,-1007.404,0
1488767829.736,257.019,434.075,5287.655,-498.416,0
1488767829.750,113.650,473.630,4522.988,-929.930,0
1488767829.750,153.489,473.249,5330.113,-579.641,0
1488767829.764,289.564,456.520,5640.201,-452.636,0
1488767829.764,202.061,485.357,4907.756,-1320.203,0
1488767829.766,128.561,513.737,4838.475,-2051.062,0
1488767829.766,277.512,453.805,5501.045,-1586.931,0
1488767829.780,261.976,476.676,5338.860,-1770.732,0
1488767829.780,102.761,515.708,5054.475,-2210.937,0
1488767829.794,250.224,488.302,5730.112,-1963.081,0
1488767829.794,275.343,457.945,6243.310,-1491.350,0
1488767829.796,123.260,491.292,5466.604,-1922.763,0
1488767829.796,160.425,484.878,6302.959,-1565.821,0
1488767829.810,267.321,444.506,6606.469,-1433.487,0
1488767829.810,170.218,458.121,5849.764,-2319.050,0
1488767829.824,112.223,493.379,5835.912,-3020.005,0
1488767829.824,208.056,402.200,6440.457,-2606.198,0
1488767829.826,174.173,398.984,6266.443,-2804.547,0
1488767829.826,56.486,470.141,6021.929,-3202.431,0
1488767829.840,161.354,403.990,6675.411,-2982.534,0
1488767829.840,211.497,395.253,7192.670,-2499.760,0
1488767829.854,57.099,430.133,6413.960,-2924.340,0
1488767829.854,97.892,412.219,7278.054,-2558.112,0
1488767829.856,216.909,383.886,7561.211,-2434.308,0
1488767829.856,100.736,406.267,6782.908,-3332.535,0
1488767829.870,29.341,429.217,5805.126,-4029.099,0
1488767829.870,183.135,378.725,6441.996,-3577.583,0
1488767829.884,189.450,417.259,6272.317,-3758.960,0
1488767829.884,24.674,438.084,6006.328,-4186.061,0
1488767829.886,155.419,399.395,6674.635,-3962.510,0
1488767829.886,193.976,388.284,7168.778,-3478.307,0
1488767829.900,51.152,430.902,6381.013,-3912.812,0
1488767829.900,93.965,418.149,7245.564,-3567.322,0
1488767829.914,195.625,372.458,7517.109,-3471.392,0
1488767829.914,108.205,412.724,6741.139,-4353.312,0
1488767829.916,17.576,412.679,6730.088,-5072.637,0
1488767829.916,164.219,358.196,7385.851,-4591.434,0
1488767829.930,149.173,379.706,7187.378,-4775.942,0
1488767829.930,-4.959,417.354,6965.188,-5180.595,0
1488767829.944,114.581,360.564,7654.812,-4932.010,0
1488767829.944,168.759,359.042,8161.043,-4441.901,0
1488767829.946,-6.878,372.279,7392.871,-4873.995,0
1488767829.946,56.052,374.199,8305.562,-4475.884,0
1488767829.960,137.995,311.840,8536.921,-4384.658,0
1488767829.960,41.232,337.461,7751.340,-5283.166,0
1488767829.974,-27.152,366.439,6829.164,-5965.525,0
1488767829.974,97.815,292.060,7442.946,-5523.815,0
1488767829.976,70.529,295.117,7213.171,-5743.703,0
1488767829.976,-69.594,343.270,6990.460,-6165.260,0
1488767829.990,71.589,310.692,7696.121,-5897.481,0
1488767829.990,107.307,286.929,8155.880,-5441.230,0
1488767830.004,-37.461,329.820,7379.664,-5876.708,0
1488767830.004,-1.769,309.325,8303.223,-5489.657,0
1488767830.006,119.477,276.115,8539.160,-5381.545,0
1488767830.006,42.607,323.756,7742.273,-6274.087,0
1488767830.020,-28.455,348.811,6827.647,-6964.376,0
1488767830.020,116.431,300.278,7461.405,-6505.252,0
1488767830.034,98.363,312.902,7221.400,-6719.770,0
1488767830.034,-52.811,362.451,7000.354,-7142.143,0
1488767830.036,89.479,319.042,7702.630,-6883.111,0
1488767830.036,166.568,335.802,8196.213,-6383.736,0
1488767830.050,6.025,371.232,7388.899,-6835.134,0
1488767830.050,37.883,356.901,8326.909,-6445.711,0
1488767830.064,140.011,315.642,8537.531,-6356.360,0
1488767830.064,53.376,348.921,7719.611,-7266.854,0
1488767830.066,-16.250,368.778,6830.061,-7943.296,0
1488767830.066,150.634,328.896,7469.429,-7468.148,0
1488767830.080,149.819,357.658,7233.508,-7671.703,0
1488767830.080,-27.112,380.537,6987.352,-8123.131,0
1488767830.094,105.495,335.804,7714.401,-7858.098,0
1488767830.094,152.234,334.457,8159.504,-7395.205,0
1488767830.096,17.598,384.757,7368.081,-7829.658,0
1488767830.096,70.561,371.264,7380.608,-7409.773,0
1488767830.110,151.703,324.560,7555.334,-7343.878,0
1488767830.110,68.977,359.833,6733.992,-8243.968,0
1488767830.124,-1.012,387.166,5863.527,-8915.755,0
1488767830.124,138.339,318.935,6482.561,-8461.156,0
1488767830.126,140.315,363.711,6217.278,-8676.271,0
1488767830.126,-3.162,404.867,6030.280,-9085.249,0
1488767830.140,105.409,333.786,6749.449,-8828.701,0
1488767830.140,160.963,340.273,7167.393,-8380.651,0
1488767830.154,8.622,386.829,6349.424,-8833.217,0
1488767830.154,55.152,364.857,6387.599,-8399.951,0
1488767830.156,162.213,329.021,6550.320,-8325.380,0
1488767830.156,74.740,370.046,5710.761,-9238.312,0
1488767830.170,5.866,385.730,4886.761,-9905.383,0
1488767830.170,141.518,324.433,5479.974,-9457.692,0
1488767830.184,125.459,346.223,5192.548,-9683.275,0
1488767830.184,-24.941,390.621,5008.896,-10095.992,0
1488767830.186,124.159,349.755,5759.866,-9813.822,0
1488767830.186,160.718,335.155,6167.031,-9373.312,0
1488767830.200,2.599,375.316,5341.243,-9839.655,0
1488767830.200,51.601,363.457,5391.034,-9404.950,0
1488767830.214,196.737,362.230,5585.166,-9299.555,0
1488767830.214,64.644,364.880,4682.601,-10263.727,0
1488767830.216,9.937,394.329,3901.235,-10887.336,0
1488767830.216,150.252,334.730,4494.475,-10436.890,0
1488767830.230,132.039,354.273,4183.966,-10681.973,0
1488767830.230,-19.681,392.332,4017.765,-11095.748,0
1488767830.244,123.600,349.002,4772.161,-10801.120,0
1488767830.244,149.620,328.025,5147.645,-10382.388,0
1488767830.246,13.982,391.392,4351.846,-10816.272,0
1488767830.246,75.999,379.787,4438.251,-10356.872,0
1488767830.260,170.444,337.705,4581.409,-10292.848,0
1488767830.260,71.348,369.915,3703.621,-11227.598,0
1488767830.274,2.631,382.412,2931.320,-11860.628,0
1488767830.274,154.637,335.892,3525.734,-11403.435,0
1488767830.276,149.510,361.617,3210.749,-11642.040,0
1488767830.276,-4.697,404.493,3068.715,-12044.248,0
1488767830.290,122.831,352.759,3805.387,-11768.425,0
1488767830.290,165.494,343.663,4173.735,-11345.287,0
1488767830.304,24.537,397.583,3382.792,-11786.262,0
1488767830.304,64.317,372.406,3470.939,-11338.082,0
1488767830.306,179.074,341.335,3608.420,-11277.815,0
1488767830.306,92.450,390.431,2738.699,-12194.992,0
1488767830.320,-2.700,379.095,1967.864,-12849.740,0
1488767830.320,164.816,343.199,2557.379,-12380.602,0
1488767830.334,137.215,347.532,2209.860,-12650.121,0
1488767830.334,-15.751,395.311,2105.532,-13032.634,0
1488767830.336,119.658,352.729,2851.913,-12742.046,0
1488767830.336,166.330,353.830,3200.301,-12322.297,0
1488767830.350,22.509,398.954,2401.193,-12772.727,0
1488767830.350,61.566,368.485,2512.674,-12308.794,0
1488767830.364,175.841,336.770,2616.357,-12258.008,0
1488767830.364,95.440,394.371,1732.458,-13187.754,0
1488767830.366,20.295,408.423,1013.941,-13806.950,0
1488767830.366,164.593,344.520,1580.833,-13365.050,0
1488767830.380,140.153,360.573,1237.320,-13622.231,0
1488767830.380,-4.058,407.918,1149.488,-13995.896,0
1488767830.394,115.677,342.930,1895.391,-13714.313,0
1488767830.394,161.975,349.387,2242.313,-13295.039,0
1488767830.396,15.479,393.980,1433.302,-13752.611,0
1488767830.396,68.057,380.774,1580.050,-13272.433,0
1488767830.410,161.840,329.358,1657.516,-13230.615,0
1488767830.410,95.835,388.398,780.872,-14151.854,0
1488767830.424,18.131,393.636,70.639,-14773.439,0
1488767830.424,151.509,333.042,620.470,-14335.174,0
1488767830.426,131.856,351.051,252.067,-14606.990,0
1488767830.426,-13.017,395.700,157.814,-14983.867,0
1488767830.440,117.347,354.688,914.200,-14686.655,0
1488767830.440,168.615,345.032,1229.236,-14282.004,0
1488767830.454,53.266,412.681,459.273,-14706.276,0
1488767830.454,78.497,387.998,616.493,-14229.262,0
1488767830.456,155.627,327.344,656.549,-14222.169,0
1488767830.456,75.877,378.938,-247.785,-15153.225,0
1488767830.470,28.945,405.953,-900.633,-15740.026,0
1488767830.470,173.898,357.252,-347.134,-15289.247,0
1488767830.484,141.738,369.502,-745.227,-15575.854,0
1488767830.484,-5.711,413.070,-822.497,-15957.433,0
1488767830.486,139.930,367.911,-48.426,-15649.778,0
1488767830.486,186.509,362.320,260.256,-15239.771,0
1488767830.500,31.165,411.108,-559.212,-15712.315,0
1488767830.500,72.541,370.863,-371.658,-15225.745,0
1488767830.514,183.210,355.160,-300.987,-15163.945,0
1488767830.514,80.976,377.163,-1249.500,-16142.662,0
1488767830.516,26.669,409.762,-1867.863,-16717.820,0
1488767830.516,175.212,360.870,-1331.215,-16271.148,0
1488767830.530,130.708,360.921,-1761.842,-16580.420,0
1488767830.530,14.692,423.611,-1785.456,-16922.941,0
1488767830.544,131.659,353.331,-1036.476,-16642.877,0
1488767830.544,164.004,348.903,-746.497,-16245.642,0
1488767830.546,19.786,398.462,-1564.219,-16717.115,0
1488767830.546,78.216,377.687,-1327.792,-16197.590,0
1488767830.560,182.262,350.580,-1295.024,-16156.999,0
1488767830.560,76.868,381.399,-2260.076,-16160.611,0
1488767830.574,18.570,397.456,-2841.869,-16727.658,0
1488767830.574,174.433,355.375,-2316.460,-16278.185,0
1488767830.576,124.838,353.579,-2771.920,-16594.299,0
1488767830.576,-5.726,413.539,-2781.311,-16951.879,0
1488767830.590,141.217,367.685,-1997.737,-16631.764,0
1488767830.590,165.191,359.767,-1735.530,-16246.052,0
1488767830.604,16.037,404.835,-2555.010,-16710.334,0
1488767830.604,71.217,370.424,-2317.606,-16209.395,0
1488767830.606,204.591,368.704,-2286.395,-16163.897,0
1488767830.606,93.221,393.542,-2288.931,-16167.072,0
1488767830.619,15.618,404.599,-2861.539,-16737.490,0
1488767830.619,168.065,344.484,-2342.862,-16293.045,0
1488767830.621,143.676,375.327,1143.431,1059.566,0
1488767830.635,7.801,427.235,1122.896,692.532,0
1488767830.635,118.112,343.618,1903.605,991.591,0
1488767830.649,166.919,352.222,2162.547,1384.836,0
1488767830.649,19.900,400.195,1342.738,907.947,0
1488767830.651,72.283,376.967,1650.074,1463.653,0
1488767830.651,163.576,335.671,2613.765,1472.185,0
1488767830.665,119.142,417.173,1665.170,529.615,0
1488767830.665,16.313,395.455,1123.169,-42.915,0
1488767830.679,136.927,317.059,1603.415,376.303,0
1488767830.679,142.090,365.474,1152.177,87.216,0
1488767830.681,-11.051,402.935,1135.968,-292.365,0
1488767830.681,112.928,345.782,1924.554,25.054,0
1488767830.695,164.260,340.183,2169.666,406.866,0
1488767830.695,17.944,396.227,1347.486,-60.891,0
1488767830.709,78.611,381.010,1675.028,498.185,0
1488767830.709,176.647,336.307,2635.750,510.906,0
1488767830.711,71.701,375.566,2621.763,501.911,0
1488767830.711,13.101,395.910,2122.535,-30.605,0
1488767830.725,169.808,352.437,2619.719,410.117,0
1488767830.725,139.515,369.556,2141.577,89.862,0
1488767830.739,4.968,417.335,1188.374,-254.811,0
1488767830.739,123.761,354.733,1982.173,61.662,0
1488767830.741,171.196,354.299,2191.314,428.697,0
1488767830.741,14.169,403.047,1356.086,-55.081,0
1488767830.755,72.102,369.231,1695.214,503.149,0
1488767830.755,191.111,353.523,2646.931,527.801,0
1488767830.769,83.009,386.006,2606.809,494.972,0
1488767830.769,20.545,401.929,2132.691,-31.785,0
1488767830.771,191.311,374.216,2638.024,428.497,0
1488767830.771,142.083,369.422,2114.494,80.522,0
1488767830.785,9.110,416.408,1177.186,-267.853,0
1488767830.785,139.792,371.256,1990.481,71.802,0
1488767830.799,182.096,365.197,2178.570,421.642,0
1488767830.799,26.093,407.931,1346.259,-62.166,0
1488767830.801,78.121,377.979,1715.864,511.581,0
1488767830.801,178.255,343.153,2631.693,1491.220,0
1488767830.815,107.750,406.086,2605.143,1487.412,0
1488767830.815,14.189,395.004,2138.037,943.840,0
1488767830.829,162.508,343.947,2612.112,1373.826,0
1488767830.829,150.346,373.431,2108.060,1055.497,0
1488767830.831,4.191,409.096,1182.928,713.722,0
1488767830.831,136.095,353.148,1989.425,1038.800,0
1488767830.845,191.399,372.533,2196.565,1421.136,0
1488767830.845,4.112,391.627,1331.092,909.315,0
1488767830.859,77.902,380.654,1720.103,1493.179,0
1488767830.859,178.436,347.713,2637.854,1495.833,0
1488767830.861,99.651,405.732,2596.050,1487.893,0
1488767830.861,30.329,405.846,2161.282,968.814,0
1488767830.875,166.927,350.859,2614.321,1377.594,0
1488767830.875,126.472,367.735,2077.028,1032.023,0
1488767830.889,-1.735,423.162,1182.104,712.909,0
1488767830.889,137.361,366.450,1999.154,1056.099,0
1488767830.891,177.698,363.716,2171.386,1405.509,0
1488767830.891,19.403,408.728,1322.541,914.448,0
1488767830.905,62.009,366.583,1712.595,1483.671,0
1488767830.905,175.315,338.979,2614.022,1484.821,0
1488767830.919,64.173,375.755,2546.419,1445.271,0
1488767830.919,20.932,402.015,2149.489,947.161,0
1488767830.920,156.143,338.324,2597.620,1368.519,0
1488767830.920,128.707,362.482,2066.891,1038.578,0
1488767830.935,-3.697,413.687,1178.040,705.368,0
1488767830.935,120.556,347.719,1980.393,1029.858,0
1488767830.949,167.231,351.076,2136.906,1382.974,0
1488767830.949,23.687,405.923,1323.466,911.159,0
1488767830.951,57.927,360.207,1711.221,1472.636,0
1488767830.951,183.291,346.975,2602.594,1480.817,0
1488767830.965,83.357,391.074,2547.083,1456.654,0
1488767830.965,10.526,386.938,2159.656,951.116,0
1488767830.979,162.128,339.871,2603.692,1374.078,0
1488767830.979,148.743,375.383,2054.712,1038.729,0
1488767830.981,-9.574,399.612,1178.487,699.382,0
1488767830.981,134.653,350.530,1994.027,1042.187,0
1488767830.995,166.422,344.078,2129.835,1372.141,0
1488767830.995,33.581,410.306,1324.145,905.615,0
1488767831.009,75.682,375.742,1750.380,1497.445,0
1488767831.009,188.338,354.140,2618.955,2475.483,0
1488767831.011,86.055,394.574,2538.079,2433.166,0
1488767831.011,23.614,399.603,2189.678,1950.038,0
1488767831.025,170.998,345.651,2616.376,2362.756,0
1488767831.025,136.250,372.602,2047.489,2008.375,0
1488767831.039,-11.734,409.222,1193.206,1682.383,0
1488767831.039,136.824,352.435,2015.178,2031.373,0
1488767831.041,177.584,360.519,2137.328,2362.349,0
1488767831.041,22.280,404.240,1314.513,1883.316,0
1488767831.055,63.447,364.373,1756.287,2477.648,0
1488767831.055,179.203,349.649,2618.713,3454.291,0
1488767831.069,81.577,393.153,2537.662,3422.921,0
1488767831.069,23.103,405.224,2206.558,2941.106,0
1488767831.071,173.801,352.562,2632.643,3361.226,0
1488767831.071,133.466,361.517,2043.003,2997.315,0
1488767831.085,12.794,424.566,1218.010,2695.770,0
1488767831.085,144.968,367.152,2037.533,3031.525,0
1488767831.099,172.009,354.305,2136.481,3345.813,0
1488767831.099,26.149,413.981,1317.167,2878.206,0
1488767831.101,84.415,383.811,1795.292,3485.893,0
1488767831.101,189.594,356.887,2635.246,4451.455,0
1488767831.115,76.301,395.485,2512.659,4393.143,0
1488767831.115,28.842,403.247,2212.805,3921.347,0
1488767831.129,172.217,345.997,2636.627,4341.130,0
1488767831.129,152.934,387.500,2040.876,3985.577,0
1488767831.131,6.524,417.679,1201.467,3655.737,0
1488767831.131,143.178,356.895,2051.604,4008.819,0
1488767831.145,180.721,361.430,2144.232,4336.084,0
1488767831.145,32.285,413.483,1293.925,3844.187,0
1488767831.160,75.770,365.411,1799.056,4451.481,0
1488767831.160,193.639,355.799,2644.507,5425.125,0
1488767831.161,96.865,397.770,2494.003,5365.211,0
1488767831.161,26.574,393.189,2198.610,4882.420,0
1488767831.175,180.839,349.417,2642.800,5318.637,0
1488767831.175,158.377,386.272,2009.265,4943.300,0
1488767831.189,3.026,418.485,1155.973,4614.141,0
1488767831.189,124.555,342.177,2029.960,4969.896,0
1488767831.191,184.284,371.073,2122.049,5310.372,0
1488767831.191,41.288,433.176,1253.719,4807.792,0
1488767831.205,89.595,382.208,1797.936,5435.342,0
1488767831.205,191.775,357.940,2637.359,6402.007,0
1488767831.219,75.759,392.177,2448.684,6318.738,0
1488767831.219,37.306,407.296,2217.196,5872.557,0
1488767831.221,168.705,339.839,2665.032,6302.146,0
1488767831.221,149.486,387.465,2007.681,5927.483,0
1488767831.235,-2.844,411.294,1152.830,5584.381,0
1488767831.235,129.932,346.204,2058.908,5960.572,0
1488767831.249,168.742,353.387,2092.147,6266.856,0
1488767831.249,23.010,420.269,1169.786,5739.964,0
1488767831.251,84.918,376.124,1773.176,6384.572,0
1488767831.252,186.941,356.751,2591.315,7349.438,0
1488767831.265,88.260,397.334,2380.807,7268.506,0
1488767831.265,32.629,404.371,2189.863,6826.372,0
1488767831.279,179.624,347.704,2672.345,7282.054,0
1488767831.279,142.139,379.536,1978.650,6897.821,0
1488767831.281,4.892,419.888,1143.093,6571.866,0
1488767831.281,143.876,358.868,2101.601,6968.866,0
1488767831.295,176.980,362.568,2132.981,7279.735,0
1488767831.295,20.655,417.446,1187.444,6742.566,0
1488767831.309,84.034,370.648,1844.154,7406.599,0
1488767831.309,172.544,339.611,2658.575,8370.320,0
1488767831.311,86.545,404.736,2414.218,8281.468,0
1488767831.311,41.360,409.607,2244.991,7848.058,0
1488767831.325,181.301,356.702,2737.145,8312.638,0
1488767831.325,139.373,379.682,1985.440,7894.012,0
1488767831.339,11.988,431.706,1161.458,7565.963,0
1488767831.339,141.387,353.258,1166.486,7965.300,0
1488767831.341,181.589,366.948,1189.604,8283.530,0
1488767831.341,26.402,425.632,214.530,7727.773,0
1488767831.355,79.821,370.981,904.143,8406.234,0
1488767831.355,186.941,356.022,1716.418,9376.284,0
1488767831.369,81.266,404.332,1416.627,9255.138,0
1488767831.369,22.770,400.536,1262.312,8822.558,0
1488767831.371,183.925,357.022,1751.260,9284.879,0
1488767831.371,152.895,388.402,1012.256,8889.718,0
1488767831.385,-22.312,392.708,159.899,8531.614,0
1488767831.385,153.641,370.463,181.982,8932.369,0
1488767831.399,189.751,378.188,192.182,9245.805,0
1488767831.399,53.327,455.927,186.513,8690.044,0
1488767831.401,120.659,419.815,918.847,9393.375,0
1488767831.401,219.285,391.078,1711.333,10350.096,0
1488767831.415,114.826,444.571,1409.093,10234.597,0
1488767831.415,75.494,448.975,1282.816,9813.424,0
1488767831.429,209.620,378.160,1771.551,10268.763,0
1488767831.429,176.996,415.624,1009.023,9865.534,0
1488767831.431,16.802,432.860,167.056,9509.858,0
1488767831.431,166.044,372.539,217.075,9941.426,0
1488767831.445,190.931,378.839,193.439,10236.600,0
1488767831.445,29.637,429.759,173.292,9672.401,0
1488767831.459,94.144,377.988,920.967,10369.978,0
1488767831.459,203.026,364.554,1712.930,11339.406,0
1488767831.461,86.543,406.578,1381.257,11204.563,0
1488767831.461,29.865,404.360,1264.935,10771.850,0
1488767831.475,180.375,349.634,1746.296,11239.107,0
1488767831.475,153.175,393.456,963.815,10821.188,0
1488767831.489,10.550,422.016,158.633,10483.378,0
1488767831.489,141.785,355.188,192.354,10907.601,0
1488767831.491,180.304,362.235,160.827,11190.795,0
1488767831.491,25.214,422.513,155.946,10633.954,0
1488767831.505,95.489,383.375,925.930,11351.493,0
1488767831.505,215.059,373.782,1702.477,12315.597,0
1488767831.519,79.578,398.894,1346.454,12155.233,0
1488767831.519,40.754,408.530,1285.759,11757.667,0
1488767831.521,173.481,337.700,1737.496,12202.676,0
1488767831.521,126.223,357.961,924.468,11763.327,0
1488767831.535,7.242,419.237,158.514,11454.808,0
1488767831.535,151.372,356.628,207.493,11889.132,0
1488767831.549,174.831,354.522,162.158,12176.220,0
1488767831.549,9.494,398.456,155.228,11617.449,0
1488767831.551,101.561,375.512,944.184,12339.222,0
1488767831.551,198.000,363.290,1683.101,13278.693,0
1488767831.565,74.426,396.959,1336.079,13136.663,0
1488767831.565,37.184,407.978,1302.461,12748.293,0
1488767831.579,186.064,355.952,1760.376,13206.242,0
1488767831.579,147.879,388.338,933.571,12766.554,0
1488767831.581,6.994,422.175,157.968,12437.046,0
1488767831.581,141.531,346.199,210.025,12863.744,0
1488767831.595,161.373,349.163,126.734,13136.938,0
1488767831.595,21.033,414.377,-849.264,12583.639,0
1488767831.609,98.926,373.010,-16.970,13326.467,0
1488767831.609,195.234,357.295,704.107,14265.218,0
1488767831.611,85.546,407.415,334.758,14113.422,0
1488767831.611,21.415,391.487,321.751,13720.142,0
1488767831.624,197.884,352.899,781.450,14195.829,0
1488767831.624,142.391,383.310,-69.227,13744.790,0
1488767831.626,8.462,426.008,-1789.172,-290.759,0
1488767831.640,160.659,358.847,-1722.020,153.495,0
1488767831.640,188.728,366.265,-1822.522,416.109,0
1488767831.654,35.486,435.403,-1833.080,-152.741,0
1488767831.654,78.628,359.124,-1001.167,567.932,0
1488767831.656,195.483,353.596,-276.201,1519.510,0
1488767831.656,74.908,401.297,-666.620,1356.787,0
1488767831.670,28.403,396.910,-641.999,983.018,0
1488767831.670,184.796,347.715,-186.324,1449.673,0
